Combi,k_eff
"(1, 68)",49.95665842803101
"(1, 65, 68)",43.744053361431824
"(1, 50, 68)",41.99322816252284
"(1, 3, 68)",41.88504635688261
"(1, 68, 71)",40.86155863623632
"(1, 36, 68)",40.72706812564661
"(1, 59, 68)",40.08814735529326
"(1, 8, 68)",40.050880030801615
"(1, 25, 68)",39.967472952792704
"(1, 37, 68)",39.6642901860405
"(1, 21, 68)",39.544114866154196
"(1, 6, 68)",39.53556388221257
"(1, 14, 68)",39.49809492948325
"(1, 51, 68)",39.42177175399831
"(1, 5, 68)",39.40491942930642
"(1, 4, 68)",39.36306641702187
"(1, 15, 68)",39.05040036942418
"(1, 48, 68)",39.043419429102016
"(1, 49, 68)",38.94009493814734
"(1, 55, 68)",38.562267345827394
"(1, 54, 68)",38.53873372536013
"(1, 66, 68)",38.49020759305512
"(1, 39, 68)",38.38507418024922
"(0, 1, 68)",38.18534830711645
"(1, 17, 68)",38.02324793380381
"(1, 22, 68)",37.650947971483
"(1, 16, 68)",37.45115717084582
"(1, 53, 68)",37.0846468769985
"(1, 45, 68)",36.99706269380525
"(1, 28, 68)",36.947138616860876
"(1, 64, 68)",36.6847316334626
"(1, 19, 68)",36.44789068711136
"(1, 44, 68)",36.42142957100691
"(1, 43, 68)",36.335344335406916
"(1, 68, 70)",36.24290235992649
"(1, 41, 68)",36.180120835439396
"(1, 61, 68)",36.14302681178401
"(1, 32, 68)",35.996712873130264
"(1, 30, 68)",35.8137698539268
"(1, 33, 68)",35.556460118346614
"(1, 68, 69)",35.33667122410964
"(1, 47, 68)",35.14600871102216
"(1, 9, 68)",35.12088467963512
"(1, 42, 68)",35.02079958404155
"(1, 10, 68)",34.69722341215948
"(1, 35, 68)",34.61998315398315
"(1, 62, 68)",34.467330893708706
"(1, 29, 68)",34.386068380403664
"(1, 2, 68)",34.070000617788516
"(1, 40, 68)",33.64779956914668
"(1, 12, 68)",33.61096139971698
"(1, 18, 68)",33.48977513711264
"(1, 7, 68)",33.23584191983491
"(1, 11, 68)",33.23584191983491
"(1, 13, 68)",33.23584191983491
"(1, 23, 68)",33.23584191983491
"(1, 27, 68)",33.23584191983491
"(1, 31, 68)",33.23584191983491
"(1, 56, 68)",33.23584191983491
"(1, 57, 68)",33.23584191983491
"(1, 58, 68)",33.23584191983491
"(1, 60, 68)",33.23584191983491
"(1, 67, 68)",33.23584191983491
"(65,)",31.52463432479072
"(38, 65)",30.63773851388442
"(38,)",29.750842702978115
"(38, 50, 65)",29.182545251944205
"(3, 38, 65)",29.07436344630397
"(50, 65)",28.898396526427252
"(3, 65)",28.736123817966906
"(38, 65, 71)",28.05087572565768
"(38, 50)",28.01150071552095
"(3, 50, 65)",27.914802121332528
"(3, 38)",27.849228007060603
"(24, 38, 65)",27.7576353321268
"(3, 38, 50)",27.323538247394993
"(38, 59, 65)",27.27746444471462
"(8, 38, 65)",27.240197120222973
"(65, 71)",27.20089223699747
"(25, 38, 65)",27.156790042214062
"(50, 65, 71)",26.891314400686237
"(37, 38, 65)",26.853607275461865
"(3, 65, 71)",26.783132595046002
"(24, 65)",26.76103164670115
"(21, 38, 65)",26.73343195557556
"(6, 38, 65)",26.72488097163393
"(20, 38, 65)",26.69742106656274
"(14, 38, 65)",26.68741201890461
"(38, 51, 65)",26.611088843419665
"(24, 50, 65)",26.598074007155358
"(5, 38, 65)",26.594236518727783
"(4, 38, 65)",26.552383506443235
"(3, 24, 65)",26.489892201515126
"(38, 71)",26.313996426091165
"(38, 50, 71)",26.300050526748702
"(50,)",26.272158728063783
"(15, 38, 65)",26.239717458845544
"(38, 48, 65)",26.232736518523375
"(3, 38, 71)",26.191868721108467
"(36, 38, 50)",26.165560016159
"(38, 49, 65)",26.129412027568698
"(50, 59, 65)",26.117903119743175
"(36, 38)",26.11226066020661
"(3, 50)",26.109886019603437
"(8, 50, 65)",26.08063579525153
"(3, 36, 38)",26.057378210518763
"(59, 65)",26.040775315582877
"(3, 59, 65)",26.009721314102947
"(24, 38, 50)",26.00681013321782
"(25, 50, 65)",25.99722871724262
"(8, 65)",25.984874328845407
"(3, 8, 65)",25.9724539896113
"(3,)",25.947613311143087
"(3, 24, 38)",25.89862832757759
"(3, 25, 65)",25.88904691160239
"(50, 65, 68)",25.887691704140195
"(24, 38)",25.874135835794846
"(25, 65)",25.85976371183204
"(3, 65, 68)",25.77950989849996
"(38, 55, 65)",25.751584435248756
"(38, 54, 65)",25.72805081478149
"(65, 68)",25.6954581921784
"(37, 50, 65)",25.694045950490423
"(38, 65, 66)",25.679524682476476
"(3, 37, 65)",25.58586414485019
"(38, 39, 65)",25.57439126967058
"(21, 50, 65)",25.573870630604116
"(6, 50, 65)",25.565319646662488
"(20, 50, 65)",25.537859741591298
"(14, 50, 65)",25.527850693933168
"(38, 50, 59)",25.526639245805644
"(8, 38, 50)",25.489371921313996
"(3, 21, 65)",25.465688824963884
"(3, 6, 65)",25.457137841022256
"(50, 51, 65)",25.451527518448223
"(5, 50, 65)",25.43467519375634
"(3, 20, 65)",25.429677935951066
"(3, 14, 65)",25.419668888292936
"(3, 38, 59)",25.418457440165408
"(25, 38, 50)",25.405964843305085
"(37, 65)",25.404989561703744
"(4, 50, 65)",25.392822181471793
"(3, 8, 38)",25.381190115673764
"(0, 38, 65)",25.37466539653781
"(3, 51, 65)",25.34334571280799
"(3, 5, 65)",25.326493388116106
"(3, 25, 38)",25.297783037664853
"(3, 4, 65)",25.284640375831557
"(21, 65)",25.224726581874286
"(17, 38, 65)",25.21256502322517
"(6, 65)",25.211900105961845
"(20, 65)",25.170710248355057
"(14, 65)",25.155696676867862
"(38, 59)",25.153879504676574
"(37, 38, 50)",25.102782076552884
"(8, 38)",25.097978517939104
"(15, 50, 65)",25.0801561338741
"(48, 50, 65)",25.073175193551933
"(51, 65)",25.041211913640446
"(3, 50, 71)",25.032307396137025
"(5, 65)",25.015933426602622
"(3, 37, 38)",24.994600270912656
"(59, 65, 71)",24.986233593456653
"(21, 38, 50)",24.982606756666584
"(6, 38, 50)",24.974055772724952
"(25, 38)",24.97286790092574
"(3, 15, 65)",24.97197432823387
"(49, 50, 65)",24.969850702597256
"(3, 48, 65)",24.964993387911697
"(4, 65)",24.9531539081758
"(1, 38, 65)",24.95070470205806
"(8, 65, 71)",24.948966268965005
"(20, 38, 50)",24.946595867653762
"(14, 38, 50)",24.936586819995632
"(3, 36, 50)",24.89781688554732
"(3, 21, 38)",24.87442495102635
"(3, 6, 38)",24.86587396708472
"(25, 65, 71)",24.865559190956095
"(3, 49, 65)",24.86166889695702
"(38, 50, 51)",24.860263644510688
"(5, 38, 50)",24.843411319818806
"(22, 38, 65)",24.840265060904358
"(3, 20, 38)",24.83841406201353
"(3, 14, 38)",24.8284050143554
"(4, 38, 50)",24.801558307534258
"(65, 68, 71)",24.75602217785367
"(3, 38, 51)",24.752081838870453
"(3, 24, 50)",24.73906700260615
"(3, 5, 38)",24.73522951417857
"(3, 4, 38)",24.693376501894022
"(24, 59, 65)",24.692993199925773
"(8, 24, 65)",24.65572587543413
"(16, 38, 65)",24.640474260267183
"(50, 55, 65)",24.59202311027731
"(50, 71)",24.574654438634
"(24, 25, 65)",24.57231879742522
"(50, 54, 65)",24.568489489810048
"(37, 65, 71)",24.562376424203897
"(50, 65, 66)",24.519963357505034
"(37, 38)",24.51809375079744
"(15, 38, 50)",24.488892259936563
"(15, 65)",24.48415483677926
"(3, 55, 65)",24.48384130463708
"(38, 48, 50)",24.481911319614397
"(48, 65)",24.473683426296006
"(24, 65, 68)",24.46278178432279
"(3, 54, 65)",24.460307684169816
"(21, 65, 71)",24.442201104317594
"(6, 65, 71)",24.43365012037596
"(39, 50, 65)",24.414829944699136
"(3, 71)",24.41238173017365
"(3, 65, 66)",24.4117815518648
"(20, 65, 71)",24.406190215304772
"(14, 65, 71)",24.396181167646642
"(38, 59, 71)",24.394969719519118
"(3, 15, 38)",24.380710454296334
"(38, 49, 50)",24.37858682865972
"(3, 38, 48)",24.373729513974162
"(36, 50)",24.372918672749442
"(8, 38, 71)",24.35770239502747
"(21, 38)",24.337830770967983
"(6, 38)",24.325004295055543
"(51, 65, 71)",24.319857992161698
"(49, 65)",24.31869668986399
"(3, 39, 65)",24.306648139058908
"(5, 65, 71)",24.303005667469815
"(20, 38)",24.283814437448754
"(25, 38, 71)",24.27429531701856
"(3, 38, 49)",24.270405023019485
"(24, 37, 65)",24.269136030673018
"(14, 38)",24.26880086596156
"(4, 65, 71)",24.261152655185267
"(36, 38, 59)",24.260479208929414
"(3, 50, 59)",24.258896115193966
"(8, 36, 38)",24.223211884437767
"(3, 8, 50)",24.22162879070232
"(3, 36)",24.210645964289093
"(38, 45, 65)",24.18637978322661
"(8, 59, 65)",24.17555498802195
"(38, 51)",24.154316102734143
"(21, 24, 65)",24.148960710786714
"(6, 24, 65)",24.140409726845085
"(25, 36, 38)",24.139804806428856
"(3, 25, 50)",24.138221712693408
"(28, 38, 65)",24.136455706282234
"(24, 50)",24.13479384833768
"(5, 38)",24.12903761569632
"(20, 24, 65)",24.112949821773896
"(0, 3, 65)",24.106922265926137
"(14, 24, 65)",24.102940774115766
"(24, 38, 59)",24.101729325988238
"(25, 59, 65)",24.092147910013036
"(4, 38)",24.066258097269497
"(8, 24, 38)",24.064462001496594
"(8, 25, 65)",24.054880585521392
"(17, 50, 65)",24.053003698253725
"(3, 50, 68)",24.028684699590983
"(24, 51, 65)",24.02661759863082
"(5, 24, 65)",24.009765273938935
"(38, 50, 55)",24.00075923633978
"(59, 65, 68)",23.98261089691061
"(24, 25, 38)",23.981054923487683
"(38, 50, 54)",23.977225615872513
"(3, 24)",23.97252113987733
"(37, 38, 71)",23.971112550266362
"(4, 24, 65)",23.967912261654387
"(15, 65, 71)",23.948486607587576
"(8, 65, 68)",23.945343572418963
"(3, 17, 65)",23.944821892613497
"(48, 65, 71)",23.941505667265407
"(38, 50, 66)",23.9286994835675
"(3, 38, 55)",23.892577430699543
"(38, 64, 65)",23.874048722883956
"(3, 38, 54)",23.869043810232277
"(25, 65, 68)",23.861936494410052
"(21, 38, 71)",23.850937230380058
"(6, 38, 71)",23.842386246438426
"(49, 65, 71)",23.83818117631073
"(36, 37, 38)",23.83662203967666
"(3, 37, 50)",23.835038945941214
"(38, 39, 50)",23.8235660707616
"(3, 38, 66)",23.820517677927263
"(20, 38, 71)",23.814926341367237
"(14, 38, 71)",23.804917293709106
"(1, 50, 65)",23.79114337708662
"(37, 59, 65)",23.78896514326084
"(55, 65)",23.75195530138408
"(8, 37, 65)",23.751697818769195
"(38, 63, 65)",23.729550741827197
"(38, 51, 71)",23.728594118224162
"(54, 65)",23.716654870683183
"(21, 36, 38)",23.716446719790355
"(3, 38, 39)",23.71538426512137
"(3, 21, 50)",23.714863626054907
"(5, 38, 71)",23.71174179353228
"(6, 36, 38)",23.707895735848723
"(3, 6, 50)",23.706312642113275
"(1, 3, 65)",23.682961571446388
"(22, 50, 65)",23.680703735932916
"(20, 36, 38)",23.680435830777533
"(3, 20, 50)",23.678852737042085
"(24, 37, 38)",23.677872156735482
"(14, 36, 38)",23.670426783119403
"(4, 38, 71)",23.66988878124773
"(3, 14, 50)",23.668843689383955
"(21, 59, 65)",23.66878982337453
"(25, 37, 65)",23.668290740760284
"(6, 59, 65)",23.660238839432907
"(15, 24, 65)",23.655246214056696
