Combi,k_eff
"(9, 19)",36.37957650187979
"(9, 19, 49)",34.24654854446018
"(9, 19, 56)",32.80392642648677
"(9, 15, 19)",32.768794718706566
"(9, 10, 19)",32.17205522772633
"(9, 19, 28)",32.025294887581865
"(9, 19, 34)",31.955855817351594
"(9, 19, 30)",31.751536933142326
"(0, 9, 19)",31.745779655171113
"(1, 9, 19)",31.443156023884654
"(9, 19, 58)",31.134300247496125
"(9, 19, 27)",30.873256965657625
"(9, 19, 40)",30.762058774589434
"(9, 19, 57)",30.737177510961217
"(3, 9, 19)",30.628398003506724
"(9, 19, 25)",30.59672023896065
"(9, 19, 23)",30.463074586401195
"(4, 9, 19)",30.254732660611978
"(49,)",30.092772237466892
"(9, 19, 53)",30.055768415077317
"(9, 19, 44)",30.005485613808542
"(9, 19, 31)",29.573574926683868
"(9, 19, 47)",29.25962680113345
"(9, 19, 52)",29.256440544071932
"(9, 19, 55)",29.165051474391795
"(9, 19, 62)",29.08485780883085
"(9, 19, 66)",29.08387454811814
"(9, 18, 19)",29.03277418732874
"(9, 19, 32)",28.80452361520416
"(9, 14, 19)",28.54687967533159
"(9, 19, 43)",28.484144882329847
"(9, 19, 39)",28.217752584823607
"(9, 19, 61)",28.1437745910395
"(49, 56)",27.92883906050677
"(15, 49)",27.876141498836475
"(9, 17, 19)",27.86810326965012
"(9, 19, 41)",27.86054036458405
"(9, 19, 50)",27.687770954590714
"(9, 19, 71)",27.66330882352761
"(9, 19, 26)",27.605574144149543
"(2, 9, 19)",27.487058116705892
"(9, 16, 19)",27.241025807501018
"(15, 49, 56)",27.172396293739865
"(6, 9, 19)",27.134813422038825
"(7, 9, 19)",27.0501702603968
"(9, 19, 42)",26.994748518140053
"(10, 49)",26.981032262366114
"(9, 19, 45)",26.948517829317623
"(9, 13, 19)",26.933420982341207
"(9, 19, 38)",26.876110073394184
"(28, 49)",26.760891752149423
"(34, 49)",26.656733146804015
"(10, 49, 56)",26.575656802759624
"(10, 15, 49)",26.54052509497943
"(28, 49, 56)",26.428896462615164
"(15, 28, 49)",26.39376475483497
"(34, 49, 56)",26.35945739238489
"(30, 49)",26.350254820490115
"(0, 49)",26.341618903533295
"(15, 34, 49)",26.324325684604695
"(30, 49, 56)",26.155138508175625
"(0, 49, 56)",26.149381230204412
"(15, 30, 49)",26.12000680039543
"(0, 15, 49)",26.114249522424217
"(9, 19, 24)",26.04078091087827
"(9, 19, 59)",25.98711685854539
"(1, 49)",25.887683456603604
"(1, 49, 56)",25.846757598917954
"(9, 19, 70)",25.83814990235841
"(9, 11, 19)",25.826499310959917
"(1, 15, 49)",25.81162589113775
"(10, 28, 49)",25.797025263854728
"(56,)",25.76490588354665
"(10, 34, 49)",25.727586193624454
"(15, 56)",25.712208321876354
"(9, 19, 68)",25.677408050648662
"(15,)",25.65951076020606
"(28, 34, 49)",25.580825853479993
"(49, 56, 58)",25.53790182252942
"(10, 30, 49)",25.52326730941519
"(0, 10, 49)",25.517510031443976
"(15, 49, 58)",25.50277011474922
"(9, 19, 60)",25.467586578128348
"(49, 58)",25.424399792020807
"(5, 9, 19)",25.41259546025033
"(9, 19, 67)",25.378159122545068
"(28, 30, 49)",25.376506969270725
"(0, 28, 49)",25.370749691299512
"(30, 34, 49)",25.307067899040455
"(0, 34, 49)",25.30131062106924
"(9, 49, 56)",25.27724668219185
"(27, 49, 56)",25.276858540690924
"(9, 15, 49)",25.242114974411656
"(15, 27, 49)",25.241726832910725
"(1, 10, 49)",25.214886400157514
"(40, 49, 56)",25.165660349622733
"(49, 56, 57)",25.140779085994517
"(15, 40, 49)",25.13052864184253
"(15, 49, 57)",25.105647378214318
"(10, 15, 56)",25.097902977006015
"(0, 30, 49)",25.09699173685997
"(1, 28, 49)",25.06812606001305
"(9, 49)",25.033417081514454
"(27, 49)",25.032834869263063
"(25, 49, 56)",25.00032181399395
"(1, 34, 49)",24.99868698978278
"(3, 15, 49)",24.99686787075982
"(15, 25, 49)",24.965190106213747
"(15, 28, 56)",24.951142636861555
"(49, 56, 69)",24.921726185517034
"(10, 49, 58)",24.906030623768984
"(15, 49, 69)",24.886594477736836
"(15, 34, 56)",24.88170356663128
"(40, 49)",24.866037582660773
"(15, 23, 49)",24.831544453654296
"(8, 49, 56)",24.83083698146114
"(49, 57)",24.828715687218452
"(10, 56)",24.817099085405992
"(8, 15, 49)",24.795705273680937
"(0, 1, 49)",24.788610827602298
"(10, 15)",24.7644015237357
"(28, 49, 58)",24.75927028362452
"(15, 30, 56)",24.677384682422016
"(0, 15, 56)",24.671627404450803
"(3, 49)",24.665546426036705
"(4, 49, 56)",24.658334235645277
"(9, 10, 49)",24.645375483431415
"(10, 27, 49)",24.644987341930488
"(4, 15, 49)",24.623202527865075
"(25, 49)",24.618029779217597
"(28, 56)",24.5969585751893
"(15, 28)",24.544261013519005
"(10, 40, 49)",24.53378915086229
"(10, 49, 57)",24.50890788723408
"(49, 69)",24.50013633650223
"(9, 28, 49)",24.498615143286955
"(34, 56)",24.492799969843894
"(30, 49, 58)",24.48551232918498
"(0, 49, 58)",24.47975505121377
"(48, 49, 56)",24.471706205960622
"(49, 53, 56)",24.459369990110616
"(15, 34)",24.440102408173598
"(15, 48, 49)",24.436574498180427
"(9, 34, 49)",24.42917607305668
"(27, 34, 49)",24.428787931555753
"(15, 49, 53)",24.424238282330414
"(23, 49)",24.417561300378416
"(44, 49, 56)",24.409087188841838
"(3, 10, 49)",24.40012837977958
"(28, 40, 49)",24.38702881071783
"(15, 44, 49)",24.373955481061643
"(1, 15, 56)",24.369003773164337
"(10, 25, 49)",24.36845061523351
"(8, 49)",24.363802530418383
"(28, 49, 57)",24.362147547089616
"(10, 28, 56)",24.354403145881314
"(10, 15, 28)",24.319271438101115
"(34, 40, 49)",24.317589740487556
"(49, 56, 65)",24.29574264610462
"(34, 49, 57)",24.292708476859346
"(10, 49, 69)",24.2898549867566
"(10, 34, 56)",24.28496407565104
"(9, 19, 64)",24.261438794452385
"(15, 49, 65)",24.26061093832442
"(3, 28, 49)",24.25336803963512
"(10, 15, 34)",24.24983236787084
"(10, 23, 49)",24.234804962674055
"(9, 30, 49)",24.224857188847412
"(27, 30, 49)",24.22446904734648
"(25, 28, 49)",24.221690275089045
"(0, 9, 49)",24.2190999108762
"(0, 27, 49)",24.21871176937527
"(9, 12, 19)",24.21562446530455
"(9, 19, 20)",24.21562446530455
"(9, 19, 21)",24.21562446530455
"(9, 19, 22)",24.21562446530455
"(9, 19, 29)",24.21562446530455
"(9, 19, 33)",24.21562446530455
"(9, 19, 35)",24.21562446530455
"(9, 19, 36)",24.21562446530455
"(9, 19, 51)",24.21562446530455
"(9, 19, 63)",24.21562446530455
"(8, 10, 49)",24.1989657827007
"(30, 56)",24.186321643529993
"(3, 34, 49)",24.183928969404846
"(0, 56)",24.177685726573173
"(1, 49, 58)",24.17713141992731
"(25, 34, 49)",24.152251204858775
"(28, 49, 69)",24.143094646612134
