Combi,k_eff
"(4, 63)",70.61109980629047
"(4, 63, 69)",55.73678987883523
"(4, 48, 63)",55.23339841093188
"(4, 30, 63)",54.75681001506607
"(4, 22, 63)",54.59543429705198
"(4, 50, 63)",54.53649532195781
"(4, 11, 63)",54.468976564523864
"(4, 57, 63)",54.45672499093587
"(4, 40, 63)",54.36641537254384
"(4, 45, 63)",54.35584693837877
"(4, 63, 64)",54.20710163498494
"(4, 20, 63)",54.11867102408978
"(4, 13, 63)",54.10090747715273
"(4, 24, 63)",53.986864646927394
"(4, 8, 63)",53.851019799682135
"(4, 14, 63)",53.69891622848908
"(4, 27, 63)",53.615387852656596
"(4, 9, 63)",53.51873011482509
"(4, 55, 63)",53.35570804874041
"(4, 19, 63)",53.14917445993783
"(4, 28, 63)",52.75995809626531
"(4, 63, 68)",52.68509514707105
"(4, 51, 63)",52.36324025895423
"(4, 16, 63)",52.19534688074245
"(4, 63, 71)",52.00124114633327
"(4, 63, 67)",51.99695725689582
"(4, 59, 63)",51.983356779665044
"(4, 26, 63)",51.70612549320647
"(4, 21, 63)",51.62415720101421
"(4, 10, 63)",51.47329203774573
"(4, 36, 63)",51.38018156514495
"(4, 12, 63)",51.209980616228194
"(4, 54, 63)",51.185520010210894
"(4, 63, 65)",51.16032293000514
"(4, 23, 63)",51.02308228978089
"(4, 18, 63)",50.368216350865104
"(4, 43, 63)",50.27515636709368
"(4, 7, 63)",50.02249530732458
"(4, 41, 63)",49.9532271763533
"(4, 34, 63)",49.90382699787523
"(4, 53, 63)",49.60192060518189
"(4, 60, 63)",49.55906990559543
"(0, 4, 63)",49.29713343487483
"(4, 61, 63)",49.224745445697415
"(4, 5, 63)",49.126306913301406
"(4, 31, 63)",49.052091512851014
"(2, 4, 63)",48.68294099799368
"(4, 49, 63)",48.62210002924046
"(4, 58, 63)",48.49995456906573
"(4, 32, 63)",48.27126079818996
"(4, 62, 63)",48.24197552224761
"(4, 47, 63)",48.12962633125706
"(4, 17, 63)",47.093726611206726
"(1, 4, 63)",46.97710825331624
"(3, 4, 63)",46.97710825331624
"(4, 15, 63)",46.97710825331624
"(4, 29, 63)",46.97710825331624
"(4, 33, 63)",46.97710825331624
"(4, 37, 63)",46.97710825331624
"(4, 38, 63)",46.97710825331624
"(4, 39, 63)",46.97710825331624
"(4, 42, 63)",46.97710825331624
"(4, 56, 63)",46.97710825331624
"(4, 63, 70)",46.97710825331624
"(4,)",33.8374167919643
"(4, 69)",30.05823083426064
"(6,)",29.385695841893682
"(4, 48)",29.303143632405625
"(4, 30)",28.588261038606902
"(4, 22)",28.346197461585767
"(4, 48, 69)",28.295110713789406
"(4, 50)",28.257788998944505
"(4, 11)",28.156510862793585
"(4, 57)",28.1381335024116
"(4, 40)",28.002669074823554
"(4, 45)",27.986816423575945
"(6, 69)",27.83237035922533
"(4, 30, 69)",27.818522317923595
"(4, 64)",27.763698468485195
"(4, 22, 69)",27.657146599909503
"(4, 20)",27.631052552142464
"(4, 13)",27.604407231736893
"(4, 50, 69)",27.59820762481533
"(4, 11, 69)",27.53068886738138
"(4, 57, 69)",27.51843729379339
"(4, 24)",27.433342986398884
"(4, 40, 69)",27.428127675401363
"(4, 45, 69)",27.41755924123629
"(4, 30, 48)",27.31513085002025
"(4, 64, 69)",27.268813937842452
"(4, 8)",27.229575715531
"(4, 20, 69)",27.1803833269473
"(4, 13, 69)",27.162619780010253
"(4, 22, 48)",27.153755132006157
"(4, 48, 50)",27.094816156911985
"(6, 48)",27.077283157370317
"(4, 24, 69)",27.048576949784916
"(4, 11, 48)",27.027297399478037
"(4, 48, 57)",27.01504582589005
"(4, 14)",27.001420358741413
"(4, 40, 48)",26.924736207498018
"(4, 45, 48)",26.914167773332945
"(4, 8, 69)",26.912732102539657
"(4, 27)",26.876127794992684
"(6, 48, 69)",26.81120373043253
"(4, 48, 64)",26.76542246993911
"(4, 14, 69)",26.760628531346605
"(4, 9)",26.73114118824543
"(4, 22, 30)",26.677166736140343
"(4, 27, 69)",26.67710015551411
"(4, 20, 48)",26.676991859043955
"(4, 13, 48)",26.659228312106908
"(4, 30, 50)",26.61822776104617
"(4, 9, 69)",26.58044241768261
"(4, 24, 48)",26.54518548188157
"(4, 30, 57)",26.53845743002423
"(4, 55)",26.486608089118405
"(4, 22, 50)",26.45685204303208
"(4, 30, 40)",26.448147811632204
"(4, 30, 45)",26.43757937746713
"(4, 55, 69)",26.417420351597926
"(4, 8, 48)",26.409340634636315
"(4, 11, 22)",26.38933328559813
"(4, 22, 57)",26.37708171201014
"(6, 30)",26.36240056357159
"(6, 30, 69)",26.33461533456672
"(4, 11, 50)",26.33039431050396
"(4, 50, 57)",26.318142736915966
"(4, 30, 64)",26.288834074073296
"(4, 22, 40)",26.28677209361811
"(69,)",26.279044876556977
"(4, 22, 45)",26.27620365945304
"(4, 14, 48)",26.25723706344326
"(4, 11, 57)",26.25062397948202
"(4, 40, 50)",26.22783311852394
"(4, 45, 50)",26.217264684358867
"(4, 19, 69)",26.210886762795354
"(4, 20, 30)",26.20040346317814
"(4, 13, 30)",26.182639916241094
"(4, 19)",26.17680770591454
"(4, 27, 48)",26.17370868761077
"(4, 11, 40)",26.16031436108999
"(4, 11, 45)",26.14974592692492
"(4, 40, 57)",26.148062787502
"(4, 45, 57)",26.137494353336926
"(4, 22, 64)",26.127458356059204
"(6, 50, 69)",26.114300641458456
"(6, 44, 69)",26.081429883024413
"(4, 9, 48)",26.07705094977927
"(4, 24, 30)",26.068597086015757
"(4, 50, 64)",26.068519380965032
"(4, 40, 45)",26.0471847349449
"(6, 11, 69)",26.046781884024504
"(4, 20, 22)",26.03902774516405
"(6, 57, 69)",26.034530310436516
"(6, 50)",26.031928523909194
"(4, 13, 22)",26.021264198227
"(4, 11, 64)",26.001000623531084
"(4, 57, 64)",25.98874904994309
"(6, 44)",25.982622386258136
"(4, 20, 50)",25.980088770069877
"(4, 13, 50)",25.96232522313283
"(6, 40, 69)",25.94422069204449
"(6, 45, 69)",25.933652257879416
"(4, 8, 30)",25.9327522387705
"(6, 11)",25.930650387758277
"(4, 48, 55)",25.914028883694584
"(4, 11, 20)",25.912570012635932
"(6, 57)",25.912273027376287
"(4, 20, 57)",25.900318439047936
"(4, 40, 64)",25.898439431551065
"(4, 11, 13)",25.894806465698885
"(4, 45, 64)",25.887870997385992
"(4, 13, 57)",25.88255489211089
"(4, 24, 50)",25.848282392907493
"(6, 30, 48)",25.831223866663375
"(4, 28, 69)",25.821670399122823
"(4, 20, 40)",25.81000882065591
"(4, 20, 45)",25.799440386490836
"(4, 13, 40)",25.792245273718862
"(4, 13, 45)",25.78167683955379
"(4, 11, 24)",25.78076363547354
"(4, 14, 30)",25.780648667577445
"(6, 40)",25.776808599788247
"(4, 8, 22)",25.77137652075641
"(4, 24, 57)",25.768512061885552
"(6, 45)",25.760955948540637
"(4, 68, 69)",25.746807449928568
"(4, 8, 50)",25.712437545662237
"(4, 19, 48)",25.70749529489201
"(4, 27, 30)",25.697120291744955
"(6, 20, 69)",25.696476343590426
"(6, 13, 69)",25.67871279665338
"(4, 24, 40)",25.678202443493525
"(4, 24, 45)",25.667634009328452
"(4, 20, 64)",25.650695083097002
"(4, 8, 11)",25.64491878822829
"(4, 13, 64)",25.632931536159955
"(4, 8, 57)",25.6326672146403
"(4, 14, 22)",25.619272949563353
"(6, 48, 50)",25.61090917355511
"(4, 9, 30)",25.600462553913456
"(4, 28)",25.59298316040575
"(6, 44, 48)",25.578038415121068
"(6, 24, 69)",25.564669966428042
"(4, 14, 50)",25.56033397446918
"(4, 13, 20)",25.5445009252648
"(6, 11, 48)",25.543390416121163
"(4, 8, 40)",25.54235759624827
"(4, 22, 27)",25.535744573730863
"(4, 8, 45)",25.531789162083196
"(6, 48, 57)",25.531138842533174
"(48, 69)",25.52395767470196
"(4, 24, 64)",25.518888705934618
"(4, 11, 14)",25.49281521703523
"(4, 68)",25.48068873661437
"(4, 14, 57)",25.48056364344724
"(4, 27, 50)",25.47680559863669
"(6, 40, 48)",25.440829224141144
"(4, 9, 22)",25.439086835899364
"(4, 30, 55)",25.43744048782877
"(4, 20, 24)",25.430458095039462
"(6, 45, 48)",25.43026078997607
"(6, 8, 69)",25.428825119182783
"(4, 51, 69)",25.42495256181175
"(4, 13, 24)",25.412694548102415
"(4, 11, 27)",25.409286841202743
"(6, 20)",25.405192077107152
"(4, 27, 57)",25.397035267614754
"(4, 14, 40)",25.390254025055214
"(4, 8, 64)",25.383043858689362
"(4, 9, 50)",25.38014786080519
"(4, 14, 45)",25.37968559089014
"(6, 13)",25.37854675670158
"(4, 28, 48)",25.31827893121948
"(4, 9, 11)",25.312629103371243
"(4, 27, 40)",25.306725649222724
"(4, 9, 57)",25.300377529783255
"(4, 27, 45)",25.29615721505765
"(4, 8, 20)",25.29461324779421
"(4, 8, 13)",25.276849700857163
"(6, 14, 69)",25.27672154798973
"(4, 22, 55)",25.276064769814678
"(4, 48, 68)",25.243415982025226
"(4, 19, 30)",25.230906899026195
"(4, 50, 55)",25.217125794720506
"(4, 9, 40)",25.210067911391224
"(6, 24)",25.207482511363573
"(4, 9, 45)",25.19949947722615
"(6, 27, 69)",25.193193172157237
"(6, 20, 48)",25.19308487568708
"(6, 13, 48)",25.175321328750034
"(4, 8, 24)",25.16280687063182
"(4, 11, 55)",25.149607037286557
"(4, 27, 64)",25.147411911663816
"(4, 14, 20)",25.14250967660115
"(4, 55, 57)",25.13735546369857
"(6, 30, 50)",25.134320777689297
"(4, 13, 14)",25.124746129664103
"(6, 30, 44)",25.101450019255253
"(6, 9, 69)",25.096535434325737
"(4, 69, 71)",25.062953449190793
