Combi,k_eff
"(15,)",32.16067110989771
"(15, 66)",30.99379362636877
"(12, 15)",30.839315224703284
"(12, 15, 66)",30.501848864082127
"(66,)",29.826916142839828
"(12, 66)",29.672437741174342
"(15, 56, 66)",29.659389705807634
"(15, 56)",29.575626487291537
"(12, 15, 56)",29.556404104697307
"(12,)",29.51795933950886
"(15, 64, 66)",29.37136505457334
"(12, 15, 64)",29.268379453463012
"(15, 46, 66)",29.202662731375476
"(15, 64)",29.143589510440098
"(12, 15, 46)",29.099677130265157
"(6, 15, 66)",29.070363109901095
"(6, 12, 15)",28.967377508790776
"(15, 46)",28.890536025643307
"(12, 56, 66)",28.77848578234468
"(15, 29, 66)",28.761965248434244
"(6, 15)",28.69208659343174
"(12, 15, 29)",28.658979647323925
"(12, 64, 66)",28.490461131110386
"(15, 56, 64)",28.42592029518852
"(56, 66)",28.408749003762594
"(12, 46, 66)",28.32175880791253
"(15, 46, 56)",28.257217971990656
"(12, 56)",28.25427060209711
"(15, 29)",28.22948980123146
"(6, 12, 66)",28.18945918643815
"(6, 15, 56)",28.124918350516275
"(64, 66)",27.976712026911155
"(15, 46, 64)",27.96919332075636
"(12, 29, 66)",27.8810613249713
"(15, 33, 66)",27.857583173717252
"(6, 15, 64)",27.83689369928198
"(12, 64)",27.822233625245673
"(15, 29, 56)",27.816520489049424
"(12, 15, 33)",27.754597572606926
"(46, 66)",27.723658542114364
"(6, 15, 46)",27.668191376084124
"(56, 64, 66)",27.648001972835885
"(15, 59, 66)",27.56932338759701
"(12, 46)",27.569180140448882
"(12, 56, 64)",27.545016371725566
"(15, 29, 64)",27.52849583781513
"(6, 66)",27.525209109902796
"(46, 56, 66)",27.47929964963803
"(12, 15, 59)",27.46633778648669
"(12, 46, 56)",27.376314048527707
"(6, 12)",27.37073070823731
"(15, 29, 46)",27.359793514617273
"(6, 56, 66)",27.34700002816365
"(6, 12, 56)",27.244014427053326
"(6, 15, 29)",27.227493893142892
"(46, 64, 66)",27.191274998403735
"(15, 54, 66)",27.11540278033877
"(12, 46, 64)",27.088289397293416
"(29, 66)",27.062612317702516
"(6, 64, 66)",27.058975376929354
"(29, 56, 66)",27.038602166696798
"(12, 15, 54)",27.01241717922845
"(56,)",26.990581864685364
"(12, 33, 66)",26.9766792502543
"(15, 66, 69)",26.976578235907134
"(15, 18, 66)",26.972870056495545
"(6, 12, 64)",26.955989775819035
"(12, 29, 56)",26.935616565586475
"(15, 33, 56)",26.912138414332432
"(12, 29)",26.908133916037034
"(6, 46, 66)",26.890273053731498
"(12, 15, 69)",26.873592634796807
"(15, 33)",26.872916689155968
"(12, 15, 18)",26.86988445538522
"(6, 12, 46)",26.78728745262117
"(29, 64, 66)",26.750577515462503
"(12, 59, 66)",26.688419464134064
"(12, 29, 64)",26.647591914352184
"(15, 33, 64)",26.624113763098137
"(15, 56, 59)",26.62387862821219
"(7, 15, 66)",26.58869729539387
"(29, 46, 66)",26.581875192264647
"(56, 64)",26.558544887833925
"(7, 12, 15)",26.48571169428355
"(15, 52, 66)",26.482645268253705
"(12, 29, 46)",26.47888959115432
"(15, 33, 46)",26.45541143990028
"(6, 29, 66)",26.449575570790266
"(15, 59)",26.44052700997561
"(15, 41, 66)",26.415837454031546
"(12, 15, 52)",26.379659667143383
"(15, 20, 66)",26.366763813956226
"(6, 12, 29)",26.34658996967994
"(15, 59, 64)",26.335853976977894
"(6, 15, 33)",26.323111818425893
"(12, 15, 41)",26.31285185292122
"(46, 56)",26.305491403037134
"(15, 58, 66)",26.275817071795842
"(12, 15, 20)",26.2637782128459
"(46, 56, 64)",26.245830239018915
"(12, 54, 66)",26.234498856875824
"(12, 15, 32)",26.233848968953723
"(14, 15, 66)",26.23085012342186
"(12, 15, 58)",26.172831470685523
"(15, 54, 56)",26.16995802095395
"(15, 46, 59)",26.16715165378004
"(1, 15, 66)",26.13560458905357
