Combi,k_eff
"(61,)",31.847565997199787
"(24, 61)",29.395699726069314
"(61, 69)",29.241317174191032
"(24, 61, 69)",28.475489267773632
"(9, 61)",27.960781739812028
"(9, 24, 61)",27.62179897818763
"(9, 61, 69)",27.51887727693544
"(24,)",26.94383345493884
"(24, 69)",26.789450903060555
"(69,)",26.635068351182273
"(4, 24, 61)",26.486608241885495
"(4, 61, 69)",26.383686540633306
"(4, 61)",26.257995635358824
"(24, 37, 61)",26.19146574262545
"(24, 42, 61)",26.180152875746852
"(24, 33, 61)",26.176071458054977
"(6, 24, 61)",26.10606284088813
"(37, 61, 69)",26.08854404137326
"(42, 61, 69)",26.077231174494663
"(33, 61, 69)",26.07314975680279
"(50, 61, 69)",26.032217664510668
"(6, 61, 69)",26.00314113963594
"(24, 61, 65)",25.948879719149406
"(54, 61, 69)",25.909459248807856
"(9, 24, 69)",25.88429976284846
"(61, 65, 69)",25.845958017897217
"(39, 61, 69)",25.844654512477078
"(37, 61)",25.81528188646876
"(42, 61)",25.79831258615086
"(33, 61)",25.79219045961305
"(50, 61)",25.730792321174867
"(24, 49, 61)",25.726811359263017
"(6, 61)",25.687177533862776
"(49, 61, 69)",25.623889658010828
"(21, 24, 69)",25.608988320644773
"(54, 61)",25.546654697620653
"(4, 9, 61)",25.529996251047304
"(9, 24)",25.508915468681554
"(61, 65)",25.45140285125469
"(39, 61)",25.449447593124482
"(24, 34, 61)",25.395392679189616
"(24, 47, 61)",25.36930419882564
"(9, 69)",25.354532916803272
"(47, 61, 69)",25.26638249757345
"(9, 37, 61)",25.23485375178726
"(9, 42, 61)",25.22354088490866
"(9, 33, 61)",25.219459467216787
"(9, 50, 61)",25.178527374924666
"(24, 55, 61)",25.163877178031896
"(6, 9, 61)",25.149450850049938
"(49, 61)",25.118300311425106
"(21, 24)",25.09594830537602
"(55, 61, 69)",25.060955476779707
"(9, 54, 61)",25.055768959221854
"(9, 61, 65)",24.992267728311216
"(9, 39, 61)",24.990964222891076
"(21, 69)",24.941565753497738
"(12, 24, 61)",24.91889719546808
"(12, 61, 69)",24.81597549421589
"(9, 21, 24)",24.75529803105877
"(4, 24, 69)",24.749109026546325
"(24, 41, 61)",24.71944285486297
"(24, 44, 61)",24.714332468968237
"(0, 24, 61)",24.695694076785855
"(9, 21, 69)",24.65237632980658
"(34, 61)",24.621172291315006
"(41, 61, 69)",24.61652115361078
"(47, 61)",24.582039570769037
"(18, 24, 61)",24.469897804513597
"(24, 37, 69)",24.45396652728628
"(24, 42, 69)",24.442653660407682
"(9, 34, 61)",24.438780688351425
"(24, 33, 69)",24.438572242715807
"(9, 47, 61)",24.412692207987448
"(6, 24, 69)",24.36856362554896
"(18, 61, 69)",24.366976103261408
"(55, 61)",24.27389903957843
"(7, 24, 61)",24.2366458588388
"(24, 65, 69)",24.211380503810236
"(9, 55, 61)",24.207265187193705
"(24, 36, 61)",24.194115592115935
"(3, 24, 61)",24.18903154400747
"(24, 56, 61)",24.149999417232326
"(7, 61, 69)",24.133724157586613
"(24, 26, 61)",24.105351892106327
"(4, 37, 61)",24.099663015485127
"(24, 52, 61)",24.090466348168135
"(3, 61, 69)",24.086109842755285
"(4, 33, 61)",24.08426873091465
"(9,)",24.073997482424268
"(56, 61, 69)",24.047077715980137
