Combi,k_eff
"(66,)",39.65240769977336
"(10, 66)",36.794568597614486
"(10,)",33.93672949545561
"(10, 65, 66)",33.447097387089464
"(65, 66)",33.202281332906395
"(10, 21, 66)",33.13639695941894
"(21, 66)",32.73623069140061
"(10, 14, 66)",32.19509378700102
"(10, 56, 66)",32.089960607836744
"(10, 40, 66)",32.076289828168115
"(10, 66, 69)",32.013010243872
"(10, 46, 66)",31.675396346565247
"(8, 66, 71)",31.567277104457872
"(10, 15, 66)",31.535187591106865
"(10, 43, 66)",31.372573137709274
"(10, 52, 66)",31.32841108791674
"(14, 66)",31.324275932773723
"(10, 37, 66)",31.31276362019061
"(56, 66)",31.16657616402732
"(40, 66)",31.146069994524375
"(10, 23, 66)",31.097798909805142
"(66, 69)",31.0511506180802
"(10, 25, 66)",30.78256872607505
"(21, 65, 66)",30.741538782946876
"(10, 28, 66)",30.587937285161647
"(10, 29, 66)",30.551437224751997
"(46, 66)",30.544729772120064
"(9, 10, 66)",30.49193474960122
"(10, 33, 66)",30.441426344498197
"(10, 65)",30.344442230747514
"(15, 66)",30.334416638932495
"(10, 42, 66)",30.29708760033712
"(10, 27, 66)",30.251272163954276
"(43, 66)",30.09049495883611
"(22, 66)",30.02978335308035
"(52, 66)",30.02425188414731
"(37, 66)",30.00078068255811
"(10, 21)",29.878391589241726
"(14, 65, 66)",29.800235610528958
"(56, 65, 66)",29.695102431364685
"(40, 65, 66)",29.681431651696055
"(23, 66)",29.678333616979913
"(65, 66, 69)",29.61815206739994
"(14, 21, 66)",29.489535182858432
"(10, 66, 70)",29.4345663389585
"(21, 56, 66)",29.38440200369416
"(21, 40, 66)",29.37073122402553
"(21, 66, 69)",29.307451639729415
"(46, 65, 66)",29.280538170093184
"(10, 58, 66)",29.234571469668325
"(25, 66)",29.205488341384772
"(10, 41, 66)",29.16156055722481
"(15, 65, 66)",29.140329414634802
"(2, 10, 66)",29.02764083191328
"(43, 65, 66)",28.97771496123721
"(21, 46, 66)",28.96983774242266
"(10, 30, 66)",28.94856837006583
"(22, 65, 66)",28.937240557400038
"(52, 65, 66)",28.93355291144468
"(10, 36, 66)",28.925751680654116
"(37, 65, 66)",28.917905443718546
"(28, 66)",28.91354118001467
"(29, 66)",28.858791089400192
"(10, 21, 65)",28.836312714840957
"(15, 21, 66)",28.829628986964277
"(9, 66)",28.76953737667403
"(23, 65, 66)",28.70294073333308
"(33, 66)",28.69377476901949
"(21, 43, 66)",28.667014533566686
"(21, 22, 66)",28.626540129729513
"(21, 52, 66)",28.622852483774153
"(21, 37, 66)",28.60720501604802
"(42, 66)",28.477266652777878
"(10, 14)",28.466436830614846
"(14, 56, 66)",28.44309883127624
"(14, 40, 66)",28.429428051607612
"(10, 16, 66)",28.409089646936806
"(27, 66)",28.408543498203613
"(21, 23, 66)",28.392240305662554
"(14, 66, 69)",28.366148467311497
"(40, 56, 66)",28.32429487244334
"(10, 56)",28.30873706186844
"(10, 40)",28.288230892365497
"(59,)",28.279600557092746
"(56, 66, 69)",28.261015288147224
"(10, 69)",28.193311515921323
"(28, 65, 66)",28.193079108689584
"(29, 65, 66)",28.156579048279934
"(10, 32, 66)",28.097693050275254
"(9, 65, 66)",28.097076573129158
"(21, 25, 66)",28.07701012193246
"(33, 65, 66)",28.046568168026134
"(14, 46, 66)",28.028534570004737
"(10, 17, 66)",27.971519382162086
"(46, 56, 66)",27.923401390840468
"(40, 46, 66)",27.909730611171838
"(42, 65, 66)",27.90222942386506
"(10, 24)",27.90007307386739
"(10, 14, 65)",27.89500954242304
"(14, 15, 66)",27.888325814546356
"(21, 28, 66)",27.88237868101906
"(27, 65, 66)",27.856413987482213
"(46, 66, 69)",27.846451026875723
"(21, 29, 66)",27.845878620609408
"(10, 49, 66)",27.820530626520295
"(10, 56, 65)",27.789876363258767
"(9, 21, 66)",27.786376145458632
"(15, 56, 66)",27.783192635382086
"(8, 59, 71)",27.776341390231
"(10, 40, 65)",27.776205583590137
"(15, 40, 66)",27.769521855713457
"(21, 33, 66)",27.73586774035561
"(10, 38, 66)",27.73170897284431
"(10, 65, 69)",27.712925999294022
"(15, 66, 69)",27.70624227141734
"(10, 46)",27.686890669961187
"(14, 22, 66)",27.685236957311595
"(14, 52, 66)",27.681549311356235
"(14, 37, 66)",27.665901843630103
"(43, 56, 66)",27.6205781819845
"(40, 43, 66)",27.60690740231587
"(21, 42, 66)",27.591528996194533
"(10, 14, 21)",27.584309114752514
"(8, 71)",27.58152136637948
"(22, 56, 66)",27.580103778147325
"(52, 56, 66)",27.576416132191966
"(22, 40, 66)",27.566432998478696
"(10, 44, 66)",27.56284917021515
"(40, 52, 66)",27.562745352523336
"(37, 56, 66)",27.560768664465833
"(37, 40, 66)",27.547097884797203
"(21, 27, 66)",27.545713559811688
"(10, 24, 65)",27.5174337045914
"(59, 65)",27.51587776156608
"(22, 66, 69)",27.503153414182577
"(52, 66, 69)",27.499465768227218
"(37, 66, 69)",27.483818300501085
"(10, 21, 56)",27.47917593558824
"(10, 15)",27.47657753677362
"(10, 64, 66)",27.469415972011213
"(10, 57, 66)",27.468087678424652
"(10, 21, 40)",27.46550515591961
"(14, 23, 66)",27.450937133244636
"(10, 21, 69)",27.402225571623497
"(10, 61, 66)",27.380082814950125
"(10, 46, 65)",27.375312101987266
"(15, 46, 66)",27.368628374110585
"(23, 66, 69)",27.26885359011562
"(8, 65, 71)",27.26719285987989
"(10, 15, 65)",27.235103346528884
"(10, 43)",27.232655856677233
"(10, 21, 24)",27.206733276920875
"(43, 46, 66)",27.206013920712998
"(66, 70)",27.18348476070995
"(10, 66, 68)",27.176160452322698
"(10, 52)",27.166412781988434
"(22, 46, 66)",27.165539516875825
"(46, 52, 66)",27.161851870920465
"(37, 46, 66)",27.14620440319433
"(10, 37)",27.14294158039923
"(14, 25, 66)",27.135706949514542
"(10, 13, 66)",27.075768810928842
"(10, 43, 65)",27.072488893131293
"(15, 43, 66)",27.065805165254616
"(10, 21, 46)",27.06461167431674
"(21, 59)",27.049827120060293
"(65, 66, 70)",27.039708162486438
"(25, 56, 66)",27.030573770350273
"(10, 52, 65)",27.02832684333876
"(15, 22, 66)",27.025330761417443
"(15, 52, 66)",27.021643115462084
"(25, 40, 66)",27.016902990681643
"(10, 37, 65)",27.012679375612628
"(15, 37, 66)",27.005995647735947
"(7, 10, 66)",26.989633087291146
"(8, 21, 71)",26.956492432209366
"(21, 59, 65)",26.950603068720003
"(14, 28, 66)",26.94107550860114
"(23, 46, 66)",26.931239692808866
"(6, 10, 66)",26.930442615928328
"(10, 15, 21)",26.92440291885836
"(14, 29, 66)",26.904575448191487
"(58, 66)",26.883492456774682
"(22, 43, 66)",26.862716308019852
"(43, 52, 66)",26.859028662064492
"(9, 14, 66)",26.845072973040715
"(37, 43, 66)",26.84338119433836
"(58, 65, 66)",26.83971329319626
"(28, 56, 66)",26.835942329436868
"(28, 40, 66)",26.82227154976824
"(10, 23)",26.820494514821036
"(22, 52, 66)",26.81855425822732
"(22, 37, 66)",26.802906790501186
"(10, 53, 66)",26.800052047800442
"(29, 56, 66)",26.799442269027217
"(37, 52, 66)",26.799219144545827
"(10, 23, 65)",26.79771466522716
"(14, 33, 66)",26.794564567937687
"(15, 23, 66)",26.791030937350484
"(29, 40, 66)",26.785771489358588
"(41, 66)",26.773976088109414
"(41, 65, 66)",26.766702380752747
"(10, 21, 43)",26.761788465460768
"(28, 66, 69)",26.758991965472124
"(65,)",26.75215496603942
"(0, 10, 66)",26.73093092407114
"(9, 40, 66)",26.726269014207816
"(29, 66, 69)",26.722491905062473
"(10, 21, 52)",26.717626415668235
"(10, 21, 37)",26.701978947942102
"(33, 56, 66)",26.689431388773418
"(9, 66, 69)",26.662989429911697
"(14, 42, 66)",26.650225823776616
"(2, 65, 66)",26.63278265544122
"(23, 43, 66)",26.628416483952893
"(25, 46, 66)",26.61600950907877
"(33, 66, 69)",26.612481024808673
