0,6.418835406729385
1,6.338827964521283
2,15.539987145362758
3,0.0
4,23.15607758311236
5,5.648941376184558
6,3.6875518109674443
7,9.183182575933621
8,5.799619831424808
9,0.0
10,17.534580622106752
11,13.726609966390301
12,20.090014151867344
13,1.6807020705700086
14,9.76821315466256
15,16.018631570778638
16,9.095606711905123
17,3.219571518690741
18,0.9147503208816339
19,8.77903480633604
20,6.340047249778294
21,28.607519207143554
22,1.4130455142575045
23,0.0
24,0.0
25,18.777594120046658
26,17.892026775783776
27,16.397829107226
28,17.54448466315753
29,3.670565334935257
30,0.9252913467269082
31,15.47482561286532
32,0.0
33,0.0
34,12.101583546660288
35,17.055014343071925
36,6.069878215947247
37,0.27283740863138384
38,9.448873220797717
39,1.243314216030333
40,8.205254125175216
41,8.276043355774595
42,10.765614730572738
43,6.86930256698074
44,5.453151601041254
45,5.597021028969081
46,8.514813840825884
47,3.478414204547847
48,2.077288413274668
49,0.7745706765093541
50,27.428716311502882
51,0.0
52,0.0
53,6.723455372560188
54,24.841857437202712
55,11.077711243121641
56,0.0
57,0.0
58,0.0
59,17.899195192037865
60,11.196178495774236
61,14.164670798612946
62,9.996746038414058
63,11.542560908655796
64,13.591270191748464
65,15.417502602222772
66,17.109422859448202
67,13.6120207190673
68,3.387274206587537
69,37.436706728948536
70,0.0
71,1.4271358746096645
