id,name,smiles,formula
367,W048-1_SR,Cc1ccccc1P(c1ccccc1C)c1ccccc1-c1cc[cH-]c1[C@@H](C)P([C@H]1C[C@@H]2CC[C@H]1C2)[C@@H]1C[C@@H]2CC[C@H]1C2.[Fe+2].c1cc[cH-]c1,C46H52FeP2
368,W048-1_SS,Cc1ccccc1P(c1ccccc1C)c1ccccc1-c1cc[cH-]c1[C@@H](C)P([C@H]1C[C@@H]2CC[C@H]1C2)[C@H]1C[C@@H]2CC[C@H]1C2.[Fe+2].c1cc[cH-]c1,C46H52FeP2
369,W049-1,Cc1ccccc1P(c1ccccc1C)c1ccccc1-c1cc[cH-]c1[C@@H](C)P(C1CCCCC1)C1CCCCC1.[Fe+2].c1cc[cH-]c1,C44H52FeP2
370,W050-1,CC(C)(C)P([C@@H](c1c(c2c(P(c3ccccc3C)c4ccccc4C)cccc2)cc[cH-]1)C)C(C)(C)C.[Fe+2].c5c[cH-]cc5,C40H48FeP2
371,W051-1_RR,C[C@H](c1[cH-]ccc1-c1ccccc1P(c1ccco1)c1ccco1)P([C@@H]1C[C@@H]2CC[C@H]1C2)[C@@H]1C[C@@H]2CC[C@H]1C2.[Fe+2].c1cc[cH-]c1,C40H44FeO2P2
373,W051-1_SR,C[C@H](c1[cH-]ccc1-c1ccccc1P(c1ccco1)c1ccco1)P([C@H]1C[C@@H]2CC[C@H]1C2)[C@@H]1C[C@@H]2CC[C@H]1C2.[Fe+2].c1cc[cH-]c1,C40H44FeO2P2
374,W051-1_SS,C[C@H](c1[cH-]ccc1-c1ccccc1P(c1ccco1)c1ccco1)P([C@H]1C[C@@H]2CC[C@H]1C2)[C@H]1C[C@@H]2CC[C@H]1C2.[Fe+2].c1cc[cH-]c1,C40H44FeO2P2
375,W052-1,C[C@H](c1[cH-]ccc1-c1ccccc1P(c1ccco1)c1ccco1)P(C1CCCCC1)C1CCCCC1.[Fe+2].c1cc[cH-]c1,C38H44FeO2P2
376,W053-1,C[C@H](c1[cH-]ccc1-c1ccccc1P(c1ccco1)c1ccco1)P(C(C)(C)C)C(C)(C)C.[Fe+2].c1cc[cH-]c1,C34H40FeO2P2
377,W054-1,C[C@H](c1[cH-]ccc1-c1ccccc1P(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)P1[C@@]2(C)C[C@@]3(C)O[C@]1(C)C[C@@](C)(O2)O3.[Fe+2].c1cc[cH-]c1,C44H38F12FeO3P2
379,W056-1,C[C@H](c1[cH-]ccc1-c1ccccc1P(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)P(C1CCCC1)C1CCCC1.[Fe+2].c1cc[cH-]c1,C44H40F12FeP2
380,W057-1,C[C@H](c1[cH-]ccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1)P(C1CCCC1)C1CCCC1.[Fe+2].c1cc[cH-]c1,C40H56FeP2
381,W058-1,CC(C)CP(CC(C)C)[C@H](C)c1[cH-]ccc1-c1ccccc1P(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1.[Fe+2].c1cc[cH-]c1,C42H40F12FeP2
382,W059-1,CC(C)CP(CC(C)C)[C@H](C)c1[cH-]ccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1.[Fe+2].c1cc[cH-]c1,C38H56FeP2
383,W060-1,CC(C)P(C(C)C)[C@H](C)c1[cH-]ccc1-c1ccccc1P(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1.[Fe+2].c1cc[cH-]c1,C40H36F12FeP2
384,W061-1,CC(C)P(C(C)C)[C@H](C)c1[cH-]ccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1.[Fe+2].c1cc[cH-]c1,C36H52FeP2
386,W063/H-1,C[C@H](c1[cH-]ccc1-c1ccccc1P(C1CCCC1)C1CCCC1)P(C1CCCCC1)C1CCCCC1.[Fe+2].c1cc[cH-]c1,C40H56FeP2
387,W064-1_RR,COc1c(C(C)(C)C)cc(P(c2cc(C(C)(C)C)c(OC)c(C(C)(C)C)c2)c2ccccc2-c2cc[cH-]c2[C@@H](C)P([C@@H]2C[C@@H]3CC[C@H]2C3)[C@@H]2C[C@@H]3CC[C@H]2C3)cc1C(C)(C)C.[Fe+2].c1cc[cH-]c1,C62H84FeO2P2
389,W065-1,COc1c(C(C)(C)C)cc(P(c2cc(C(C)(C)C)c(OC)c(C(C)(C)C)c2)c2ccccc2-c2cc[cH-]c2[C@@H](C)P(C2CCCCC2)C2CCCCC2)cc1C(C)(C)C.[Fe+2].c1cc[cH-]c1,C60H84FeO2P2
390,W066-1,COc1c(C(C)(C)C)cc(P(c2cc(C(C)(C)C)c(OC)c(C(C)(C)C)c2)c2ccccc2-c2cc[cH-]c2[C@@H](C)P(C(C)(C)C)C(C)(C)C)cc1C(C)(C)C.[Fe+2].c1cc[cH-]c1,C56H80FeO2P2
391,S_5_CN_BINAP,N#Cc1cccc2c(-c3c(P(c4ccccc4)c4ccccc4)ccc4c(C#N)cccc34)c(P(c3ccccc3)c3ccccc3)ccc12,C46H30N2P2
392,R_SynPhos,c1ccc(P(c2ccccc2)c2ccc3c(c2-c2c(P(c4ccccc4)c4ccccc4)ccc4c2OCCO4)OCCO3)cc1,C40H32O4P2
394,R_Xyl_P_Phos,COc1cc(P(c2cc(C)cc(C)c2)c2cc(C)cc(C)c2)c(-c2c(P(c3cc(C)cc(C)c3)c3cc(C)cc(C)c3)cc(OC)nc2OC)c(OC)n1,C46H50N2O4P2
395,R_Cy_SoniPhos,O=C(Oc1cccc(P(c2ccccc2)c2ccccc2)c1-c1c(OC(=O)C2CCCCC2)cccc1P(c1ccccc1)c1ccccc1)C1CCCCC1,C50H48O4P2
396,R_3_Br_BINAP,Brc1cc(P(c2ccccc2)c2ccccc2)c(-c2c(P(c3ccccc3)c3ccccc3)cc(Br)c3ccccc23)c2ccccc12,C44H30Br2P2
397,R_3_C8F17_BINAP,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1cc(P(c2ccccc2)c2ccccc2)c(-c2c(P(c3ccccc3)c3ccccc3)cc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c3ccccc23)c2ccccc12,C60H30F34P2
398,R_3_CN_BINAP,N#Cc1cc(P(c2ccccc2)c2ccccc2)c(-c2c(P(c3ccccc3)c3ccccc3)cc(C#N)c3ccccc23)c2ccccc12,C46H30N2P2
399,R_3_Me_BINAP,Cc1cc(P(c2ccccc2)c2ccccc2)c(-c2c(P(c3ccccc3)c3ccccc3)cc(C)c3ccccc23)c2ccccc12,C46H36P2
400,R_BINAP_pNMe2,CN(C)c1ccc(P(c2ccc(N(C)C)cc2)c2ccc3ccccc3c2-c2c(P(c3ccc(N(C)C)cc3)c3ccc(N(C)C)cc3)ccc3ccccc23)cc1,C52H52N4P2
401,R_BINAP_pOH,Oc1ccc(P(c2ccc(O)cc2)c2ccc3ccccc3c2-c2c(P(c3ccc(O)cc3)c3ccc(O)cc3)ccc3ccccc23)cc1,C44H32O4P2
402,S_5_Ph_BINAP,c1ccc(-c2cccc3c(-c4c(P(c5ccccc5)c5ccccc5)ccc5c(-c6ccccc6)cccc45)c(P(c4ccccc4)c4ccccc4)ccc23)cc1,C56H40P2
403,S_5_CH3_BINAP,Cc1cccc2c(-c3c(P(c4ccccc4)c4ccccc4)ccc4c(C)cccc34)c(P(c3ccccc3)c3ccccc3)ccc12,C46H36P2
404,S_5_CH2NH2_BINAP,NCc1cccc2c(-c3c(P(c4ccccc4)c4ccccc4)ccc4c(CN)cccc34)c(P(c3ccccc3)c3ccccc3)ccc12,C46H38N2P2
405,S_5_Br_BINAP,Brc1cccc2c(-c3c(P(c4ccccc4)c4ccccc4)ccc4c(Br)cccc34)c(P(c3ccccc3)c3ccccc3)ccc12,C44H30Br2P2
406,S_3_Ph_BINAP,c1ccc(-c2cc(P(c3ccccc3)c3ccccc3)c(-c3c(P(c4ccccc4)c4ccccc4)cc(-c4ccccc4)c4ccccc34)c3ccccc23)cc1,C56H40P2
407,S_3_COOH_BINAP,O=C(O)c1cc(P(c2ccccc2)c2ccccc2)c(-c2c(P(c3ccccc3)c3ccccc3)cc(C(=O)O)c3ccccc23)c2ccccc12,C46H32O4P2
409,SS_MePhP2Ph,CP(c1ccccc1)c1ccccc1P(C)c1ccccc1,C20H20P2
410,J204_1,C[C@H](c1c[cH-]cc1P(c1ccc(C(F)(F)F)cc1)c1ccc(C(F)(F)F)cc1)P(C1CCCCC1)C1CCCCC1.[Fe+2].c1cc[cH-]c1,C38H42F6FeP2
413,J417_1,Cc1cc(C)cc(P(c2cc(C)cc(C)c2)[C@H](C)c2c[cH-]cc2P(c2ccccc2C)c2ccccc2C)c1.[Fe+2].c1cc[cH-]c1,C42H44FeP2
414,J507_1,CCP(CC)c1c[cH-]cc1[C@@H](C)P(c1cc(C)cc(C)c1)c1cc(C)cc(C)c1.[Fe+2].c1cc[cH-]c1,C32H40FeP2
416,S_6_C12H25_BINAP_pOH,CCCCCCCCCCCCc1ccc2c(-c3c(P(c4ccc(O)cc4)c4ccc(O)cc4)ccc4cc(CCCCCCCCCCCC)ccc34)c(P(c3ccc(O)cc3)c3ccc(O)cc3)ccc2c1,C68H80O4P2
417,S_5_C10F21_BINAP,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1cccc2c(-c3c(P(c4ccccc4)c4ccccc4)ccc4c(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cccc34)c(P(c3ccccc3)c3ccccc3)ccc12,C64H30F42P2
419,Ferrotane,CC[C@@H]1C[C@@H](CC)P1c1cc[cH-]c1.CC[C@@H]1C[C@@H](CC)P1c1cc[cH-]c1.[Fe+2],C24H36FeP2
420,SS_BPPM,CC(C)(C)OC(=O)N1C[C@@H](P(c2ccccc2)c2ccccc2)C[C@H]1CP(c1ccccc1)c1ccccc1,C34H37NO2P2
421,M012,Cc1ccccc1P(c1ccccc1C)c1c[cH-]cc1[C@@H](c1ccccc1)N(C)C.Cc1ccccc1P(c1ccccc1C)c1ccc[c-]1[C@@H](c1ccccc1)N(C)C.[Fe+2],C56H58FeN2P2
422,J220_1,COc1c(C)cc(P(c2cc(C)c(OC)c(C)c2)c2c[cH-]cc2[C@@H](C)P(C2CCCC2)C2CCCC2)cc1C.[Fe+2].c1cc[cH-]c1,C40H52FeO2P2
424,Xyl-Xantphos,Cc1cc(C)cc(P(c2cc(C)cc(C)c2)c2cccc3c2Oc2c(P(c4cc(C)cc(C)c4)c4ccc(C)cc4C)cccc2C3(C)C)c1,C47H48OP2
425,Xyl-DPEPhos,Cc1cc(C)cc(P(c2cc(C)cc(C)c2)c2ccccc2Oc2ccccc2P(c2cc(C)cc(C)c2)c2cc(C)cc(C)c2)c1,C44H44OP2
426,SS-DTBM-Chiraphos,COc1c(C(C)(C)C)cc(P(c2cc(C(C)(C)C)c(OC)c(C(C)(C)C)c2)[C@@H](C)[C@H](C)P(c2cc(C(C)(C)C)c(OC)c(C(C)(C)C)c2)c2cc(C(C)(C)C)c(OC)c(C(C)(C)C)c2)cc1C(C)(C)C,C64H100O4P2
427,SS-pTol-Chiraphos,Cc1ccc(P(c2ccc(C)cc2)[C@@H](C)[C@H](C)P(c2ccc(C)cc2)c2ccc(C)cc2)cc1,C32H36P2
429,SS-pF-Chiraphos,C[C@@H]([C@H](C)P(c1ccc(F)cc1)c1ccc(F)cc1)P(c1ccc(F)cc1)c1ccc(F)cc1,C28H24F4P2
430,SS-oTol-Chiraphos,Cc1ccccc1P(c1ccccc1C)[C@@H](C)[C@H](C)P(c1ccccc1C)c1ccccc1C,C32H36P2
432,SS-Xyl-Chiraphos,Cc1cc(C)cc(P(c2cc(C)cc(C)c2)[C@@H](C)[C@H](C)P(c2cc(C)cc(C)c2)c2cc(C)cc(C)c2)c1,C36H44P2
433,SS-MeDA-Chiraphos,Cc1cc(P(c2cc(C)c(N(C)C)c(C)c2)[C@@H](C)[C@H](C)P(c2cc(C)c(N(C)C)c(C)c2)c2cc(C)c(N(C)C)c(C)c2)cc(C)c1N(C)C,C44H64N4P2
434,SS-IPDA-Chiraphos,CC(C)c1cc(P(c2cc(C(C)C)c(N(C)C)c(C(C)C)c2)[C@@H](C)[C@H](C)P(c2cc(C(C)C)c(N(C)C)c(C(C)C)c2)c2cc(C(C)C)c(N(C)C)c(C(C)C)c2)cc(C(C)C)c1N(C)C,C60H96N4P2
435,SS-Cy-Chiraphos,C[C@@H]([C@H](C)P(C1CCCCC1)C1CCCCC1)P(C1CCCCC1)C1CCCCC1,C28H52P2
436,SS-Furyl-Chiraphos,C[C@@H]([C@H](C)P(c1ccco1)c1ccco1)P(c1ccco1)c1ccco1,C20H20O4P2
437,SS-345MeO-Chiraphos,COc1cc(P(c2cc(OC)c(OC)c(OC)c2)[C@@H](C)[C@H](C)P(c2cc(OC)c(OC)c(OC)c2)c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,C40H52O12P2
438,RR-pCF3-DIOP,CC1(C)O[C@@H](CP(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)[C@H](CP(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)O1,C35H28F12O2P2
439,R-Xyl-H8BINAP,Cc1cc(C)cc(P(c2cc(C)cc(C)c2)c2ccc3c(c2-c2c(P(c4cc(C)cc(C)c4)c4cc(C)cc(C)c4)ccc4c2CCCC4)CCCC3)c1,C52H56P2
440,oTol-Xantphos,Cc1ccccc1P(c1ccccc1C)c1cccc2c1Oc1c(P(c3ccccc3C)c3ccccc3C)cccc1C2(C)C,C43H40OP2
441,iPr-Xantphos,CC(C)P(c1cccc2c1Oc1c(P(C(C)C)C(C)C)cccc1C2(C)C)C(C)C,C27H40OP2
442,R-pTol-H8BINAP,Cc1ccc(P(c2ccc(C)cc2)c2ccc3c(c2-c2c(P(c4ccc(C)cc4)c4ccc(C)cc4)ccc4c2CCCC4)CCCC3)cc1,C48H48P2
444,R-pTol-C2-Tuneophos,Cc1ccc(P(c2ccc(C)cc2)c2cccc3c2-c2c(cccc2P(c2ccc(C)cc2)c2ccc(C)cc2)OCCO3)cc1,C42H38O2P2
445,R-pCF3-H8BINAP,FC(F)(F)c1ccc(P(c2ccc(C(F)(F)F)cc2)c2ccc3c(c2-c2c(P(c4ccc(C(F)(F)F)cc4)c4ccc(C(F)(F)F)cc4)ccc4c2CCCC4)CCCC3)cc1,C48H36F12P2
446,R-pCF3-C2-Tunephos,FC(F)(F)c1ccc(P(c2ccc(C(F)(F)F)cc2)c2cccc3c2-c2c(cccc2P(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)OCCO3)cc1,C42H26F12O2P2
447,R-oTol-H8BINAP,Cc1ccccc1P(c1ccccc1C)c1ccc2c(c1-c1c(P(c3ccccc3C)c3ccccc3C)ccc3c1CCCC3)CCCC2,C48H48P2
448,R-oTol-C2-Tunephos,Cc1ccccc1P(c1ccccc1C)c1cccc2c1-c1c(ccc(C)c1P(c1ccccc1)c1ccccc1C)OCCO2,C42H38O2P2
449,R-MeDA-H8BINAP,Cc1cc(P(c2cc(C)c(N(C)C)c(C)c2)c2ccc3c(c2-c2c(P(c4cc(C)c(N(C)C)c(C)c4)c4cc(C)c(N(C)C)c(C)c4)ccc4c2CCCC4)CCCC3)cc(C)c1N(C)C,C60H76N4P2
450,R-MeDA-C2-Tunephos,Cc1cc(P(c2cc(C)c(N(C)C)c(C)c2)c2cccc3c2-c2c(cccc2P(c2cc(C)c(N(C)C)c(C)c2)c2cc(C)c(N(C)C)c(C)c2)OCCO3)cc(C)c1N(C)C,C54H66N4O2P2
451,R-IDPA-H8BINAP,CC(C)c1cc(P(c2cc(C(C)C)c(N(C)C)c(C(C)C)c2)c2ccc3c(c2-c2c(P(c4cc(C(C)C)c(N(C)C)c(C(C)C)c4)c4cc(C(C)C)c(N(C)C)c(C(C)C)c4)ccc4c2CCCC4)CCCC3)cc(C(C)C)c1N(C)C,C76H108N4P2
452,R-IDPA-C2-Tunephos,CC(C)c1cc(P(c2cc(C(C)C)c(N(C)C)c(C(C)C)c2)c2cccc3c2-c2c(cccc2P(c2cc(C(C)C)c(N(C)C)c(C(C)C)c2)c2cc(C(C)C)c(N(C)C)c(C(C)C)c2)OCCO3)cc(C(C)C)c1N(C)C,C70H98N4O2P2
453,R-Furyl-H8BINAP,c1coc(P(c2ccco2)c2ccc3c(c2-c2c(P(c4ccco4)c4ccco4)ccc4c2CCCC4)CCCC3)c1,C36H32O4P2
454,R-DTBM-H8BINAP,COc1c(C(C)(C)C)cc(P(c2cc(C(C)(C)C)c(OC)c(C(C)(C)C)c2)c2ccc3c(c2-c2c(P(c4cc(C(C)(C)C)c(OC)c(C(C)(C)C)c4)c4cc(C(C)(C)C)c(OC)c(C(C)(C)C)c4)ccc4c2CCCC4)CCCC3)cc1C(C)(C)C,C80H112O4P2
455,R-DTBM-C2-Tunephos,COc1c(C(C)(C)C)cc(P(c2cc(C(C)(C)C)c(OC)c(C(C)(C)C)c2)c2cccc3c2-c2c(cccc2P(c2cc(C(C)(C)C)c(OC)c(C(C)(C)C)c2)c2cc(C(C)(C)C)c(OC)c(C(C)(C)C)c2)OCCO3)cc1C(C)(C)C,C74H102O6P2
456,R-DMM-H8BINAP,COc1c(C)cc(P(c2cc(C)c(OC)c(C)c2)c2ccc3c(c2-c2c(P(c4cc(C)c(OC)c(C)c4)c4cc(C)c(OC)c(C)c4)ccc4c2CCCC4)CCCC3)cc1C,C56H64O4P2
457,R-DMM-C2-Tunephos,COc1c(C)cc(P(c2cc(C)c(OC)c(C)c2)c2cccc3c2-c2c(cccc2P(c2cc(C)c(OC)c(C)c2)c2cc(C)c(OC)c(C)c2)OCCO3)cc1C,C50H54O6P2
458,R-Cy-H8BINAP,c1cc(P(C2CCCCC2)C2CCCCC2)c(-c2c(P(C3CCCCC3)C3CCCCC3)ccc3c2CCCC3)c2c1CCCC2,C44H64P2
459,R-Cy-C2-Tunephos,c1cc2c(c(P(C3CCCCC3)C3CCCCC3)c1)-c1c(cccc1P(C1CCCCC1)C1CCCCC1)OCCO2,C38H54O2P2
461,R-345Meo-C2-Tunephos,COc1cc(P(c2cc(OC)c(OC)c(OC)c2)c2cccc3c2-c2c(cccc2P(c2cc(OC)c(OC)c(OC)c2)c2cc(OC)c(OC)c(OC)c2)OCCO3)cc(OC)c1OC,C50H54O14P2
462,MeDA-Xantphos,Cc1cc(P(c2cc(C)c(N(C)C)c(C)c2)c2cccc3c2Oc2c(P(c4cc(C)c(N(C)C)c(C)c4)c4cc(C)c(N(C)C)c(C)c4)cccc2C3(C)C)cc(C)c1N(C)C,C55H68N4OP2
463,Furyl-Xantphos,CC1(C)c2cccc(P(c3ccco3)c3ccco3)c2Oc2c(P(c3ccco3)c3ccco3)cccc21,C31H24O5P2
464,DTBM-Xantphos,COc1c(C(C)(C)C)cc(P(c2cc(C(C)(C)C)c(OC)c(C(C)(C)C)c2)c2cccc3c2Oc2c(P(c4cc(C(C)(C)C)c(OC)c(C(C)(C)C)c4)c4cc(C(C)(C)C)c(OC)c(C(C)(C)C)c4)cccc2C3(C)C)cc1C(C)(C)C,C75H104O5P2
465,35CF3-Xantphos,CC1(C)c2cccc(P(c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c2Oc2c(P(c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cccc21,C47H24F24OP2
466,345MeO-Xantphos,COc1cc(P(c2cc(OC)c(OC)c(OC)c2)c2cccc3c2Oc2c(P(c4cc(OC)c(OC)c(OC)c4)c4cc(OC)c(OC)c(OC)c4)cccc2C3(C)C)cc(OC)c1OC,C51H56O13P2
467,tBuPh_dppf,CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.[Fe+2].c1ccc(P(c2ccccc2)c2cc[cH-]c2)cc1,C30H36FeP2
468,dtbupf,CC(C)(C)P(c1cc[cH-]c1)C(C)(C)C.CC(C)(C)P(c1ccc[cH-]1)C(C)(C)C.[Fe+2],C26H44FeP2
469,dippf,CC(C)P([c-]1cccc1)C(C)C.CC(C)P(c1cc[cH-]c1)C(C)C.[Fe+2],C22H36FeP2
470,dcypf,[Fe+2].c1cc(P(C2CCCCC2)C2CCCCC2)c[cH-]1.c1cc[c-](P(C2CCCCC2)C2CCCCC2)c1,C34H52FeP2
472,SS-Benzobisdiazaphos,O=C(NCc1ccccc1)c1ccccc1[C@H]1n2c(=O)c3ccccc3c(=O)n2[C@H](c2ccccc2C(=O)NCc2ccccc2)P1c1ccccc1P1[C@@H](c2ccccc2C(=O)NCc2ccccc2)n2c(=O)c3ccccc3c(=O)n2[C@@H]1c1ccccc1C(=O)NCc1ccccc1,C82H64N8O8P2
473,ICT12073B,Cc1c(P(C(C)C)C(C)C)n(-p2oc3c(-c4ccccc4)cc4ccccc4c3c3c(o2)c(-c2ccccc2)cc2ccccc23)c2ccccc12,C47H41NO2P2
474,fc-binapine,[Fe+2].c1c[cH-]c(P2Cc3ccc4ccccc4c3-c3c(ccc4ccccc34)C2)c1.c1ccc2c3c(ccc2c1)CP(c1cc[cH-]c1)Cc1ccc2ccccc2c1-3,C54H40FeP2
475,RRS-Bisdiazaphos,C[C@H](NC(=O)c1ccccc1[C@@H]1N2C(=O)CCC(=O)N2[C@@H](c2ccccc2C(=O)N[C@@H](C)c2ccccc2)P1c1ccccc1P1[C@H](c2ccccc2C(=O)N[C@@H](C)c2ccccc2)N2C(=O)CCC(=O)N2[C@H]1c1ccccc1C(=O)N[C@@H](C)c1ccccc1)c1ccccc1,C78H72N8O8P2
476,SS-Bisdiazaphos,O=C(NCc1ccccc1)c1ccccc1[C@H]1N2C(=O)CCC(=O)N2[C@H](c2ccccc2C(=O)NCc2ccccc2)P1c1ccccc1P1[C@@H](c2ccccc2C(=O)NCc2ccccc2)N2C(=O)CCC(=O)N2[C@@H]1c1ccccc1C(=O)NCc1ccccc1,C74H64N8O8P2
477,SSS-Benzobisdiazaphos,C[C@H](NC(=O)c1ccccc1[C@H]1n2c(=O)c3ccccc3c(=O)n2[C@H](c2ccccc2C(=O)N[C@@H](C)c2ccccc2)P1c1ccccc1P1[C@@H](c2ccccc2C(=O)N[C@@H](C)c2ccccc2)n2c(=O)c3ccccc3c(=O)n2[C@@H]1c1ccccc1C(=O)N[C@@H](C)c1ccccc1)c1ccccc1,C86H72N8O8P2
478,SSS-Bisdiazaphos,C[C@H](NC(=O)c1ccccc1[C@H]1N2C(=O)CCC(=O)N2[C@H](c2ccccc2C(=O)N[C@@H](C)c2ccccc2)P1c1ccccc1P1[C@@H](c2ccccc2C(=O)N[C@@H](C)c2ccccc2)N2C(=O)CCC(=O)N2[C@@H]1c1ccccc1C(=O)N[C@@H](C)c1ccccc1)c1ccccc1,C78H72N8O8P2
479,J009-1,C[C@H](c1c[cH-]cc1P(C1CCCCC1)C1CCCCC1)P(C(C)(C)C)C(C)(C)C.[Fe+2].c1cc[cH-]c1,C32H52FeP2
480,RR-Et-BPF,CC[C@@H]1CC[C@@H](CC)P1c1cc[cH-]c1.CC[C@@H]1CC[C@@H](CC)P1c1cc[cH-]c1.[Fe+2],C26H40FeP2
481,SS-iPr-BPF,CC(C)[C@@H]1CC[C@@H](C(C)C)P1[c-]1cccc1.CC(C)[C@@H]1CC[C@@H](C(C)C)P1c1ccc[cH-]1.[Fe+2],C30H48FeP2
482,RRS-Benzobisdiazaphos,C[C@H](NC(=O)c1ccccc1[C@@H]1n2c(=O)c3ccccc3c(=O)n2[C@@H](c2ccccc2C(=O)N[C@@H](C)c2ccccc2)P1c1ccccc1P1[C@H](c2ccccc2C(=O)N[C@@H](C)c2ccccc2)n2c(=O)c3ccccc3c(=O)n2[C@H]1c1ccccc1C(=O)N[C@@H](C)c1ccccc1)c1ccccc1,C86H72N8O8P2
483,ICT10054B,COc1cc2ccccc2c2c1op(-n1c(P(C(C)C)C(C)C)c(C)c3ccccc31)oc1c(OC)cc3ccccc3c12,C37H37NO4P2
485,ICT12078B,Cc1ccccc1P(c1ccccc1C)c1c(C)c2ccccc2n1-p1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,C43H33NO2P2
487,J003-1,C[C@H](c1[cH-]ccc1P(C1CCCCC1)C1CCCCC1)P(C1CCCCC1)C1CCCCC1.[Fe+2].c1cc[cH-]c1,C36H56FeP2
488,ICT10042B,Cc1c(P(c2ccccc2)c2ccccc2)n(-p2oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)c2ccccc12,C41H29NO2P2
489,ICT10044B,Cc1c(P(C(C)C)C(C)C)n(-p2oc3c(C)cc4ccccc4c3c3c(o2)c(C)cc2ccccc23)c2ccccc12,C37H37NO2P2
491,35TMS-4F-phanephos,C[Si](C)(C)c1cc(P(c2cc([Si](C)(C)C)c(F)c([Si](C)(C)C)c2)c2cc3ccc2CCc2ccc(c(P(c4cc([Si](C)(C)C)c(F)c([Si](C)(C)C)c4)c4cc([Si](C)(C)C)c(F)c([Si](C)(C)C)c4)c2)CC3)cc([Si](C)(C)C)c1F,C64H94F4P2Si8
493,DPPBz,c1ccc(P(c2ccccc2)c2ccccc2P(c2ccccc2)c2ccccc2)cc1,C30H24P2
494,M000-1-OMePy,COc1cc(P(c2cc(OC)nc(OC)c2)c2c[cH-]cc2[C@@H](c2ccccc2)N(C)C)cc(OC)n1.COc1cc(P(c2cc(OC)nc(OC)c2)c2ccc[c-]2[C@@H](c2ccccc2)N(C)C)cc(OC)n1.[Fe+2],C56H62FeN6O8P2
495,M000-1-oTol,Cc1ccccc1P(c1ccccc1C)c1[cH-]ccc1[C@@H](c1ccccc1)N(C)C.Cc1ccccc1P(c1ccccc1C)c1ccc[c-]1[C@@H](c1ccccc1)N(C)C.[Fe+2],C56H58FeN2P2
496,M000-1-pOMe,COc1ccc(P(c2ccc(OC)cc2)c2[cH-]ccc2[C@@H](c2ccccc2)N(C)C)cc1.COc1ccc(P(c2ccc(OC)cc2)c2ccc[c-]2[C@@H](c2ccccc2)N(C)C)cc1.[Fe+2],C56H58FeN2O4P2
497,pAd-Phanephos,c1cc2c(P(c3ccc([C@]45C[C@H]6C[C@H](C[C@H](C6)C4)C5)cc3)c3ccc([C@]45C[C@H]6C[C@H](C[C@H](C6)C4)C5)cc3)cc1CCc1ccc(cc1P(c1ccc([C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)cc1)c1ccc([C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)cc1)CC2,C80H90P2
498,pC3F7-phanephos,FC(F)(F)C(F)(c1ccc(P(c2ccc(C(F)(C(F)(F)F)C(F)(F)F)cc2)c2cc3ccc2CCc2ccc(c(P(c4ccc(C(F)(C(F)(F)F)C(F)(F)F)cc4)c4ccc(C(F)(C(F)(F)F)C(F)(F)F)cc4)c2)CC3)cc1)C(F)(F)F,C52H30F28P2
500,Binaphos,c1ccc(P(c2ccccc2)c2ccc3ccccc3c2-c2c(Op3oc4ccc5ccccc5c4c4c(ccc5ccccc54)o3)ccc3ccccc23)cc1,C52H34O3P2
