id,name,smiles,formula
221,W031-1_SS,C[C@H]([c-]1cccc1-c1ccccc1P(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)P([C@H]1C[C@@H]2CC[C@H]1C2)[C@H]1C[C@@H]2CC[C@H]1C2.[Fe+2].c1cc[cH-]c1,C48H44F12FeP2
223,W032-1_RR,C[C@H](c1[cH-]ccc1-c1ccccc1P(c1cc(C(C)(C)C)cc(C(C)(C)C)c1)c1cc(C(C)(C)C)cc(C(C)(C)C)c1)P([C@@H]1C[C@@H]2CC[C@H]1C2)[C@@H]1C[C@@H]2CC[C@H]1C2.[Fe+2].c1cc[cH-]c1,C60H80FeP2
224,W032-1_RS,C[C@H](c1[cH-]ccc1-c1ccccc1P(c1cc(C(C)(C)C)cc(C(C)(C)C)c1)c1cc(C(C)(C)C)cc(C(C)(C)C)c1)P([C@H]1C[C@@H]2CC[C@H]1C2)[C@@H]1C[C@@H]2CC[C@H]1C2.[Fe+2].c1cc[cH-]c1,C60H80FeP2
225,W032-1_SS,C[C@H](c1[cH-]ccc1-c1ccccc1P(c1cc(C(C)(C)C)cc(C(C)(C)C)c1)c1cc(C(C)(C)C)cc(C(C)(C)C)c1)P([C@H]1C[C@@H]2CC[C@H]1C2)[C@H]1C[C@@H]2CC[C@H]1C2.[Fe+2].c1cc[cH-]c1,C60H80FeP2
226,W032-1_SR,C[C@H](c1[cH-]ccc1-c1ccccc1P(c1cc(C(C)(C)C)cc(C(C)(C)C)c1)c1cc(C(C)(C)C)cc(C(C)(C)C)c1)P([C@H]1C[C@@H]2CC[C@H]1C2)[C@@H]1C[C@@H]2CC[C@H]1C2.[Fe+2].c1cc[cH-]c1,C60H80FeP2
229,W035-1_SS,C[C@H](c1[cH-]ccc1-c1ccccc1P(c1ccc(N(C)C)cc1)c1ccc(N(C)C)cc1)P([C@H]1C[C@@H]2CC[C@H]1C2)[C@H]1C[C@@H]2CC[C@H]1C2.[Fe+2].c1cc[cH-]c1,C48H58FeN2P2
231,W036-1,C[C@H](c1[cH-]ccc1-c1ccccc1P(c1ccc(C(F)(F)F)cc1)c1ccc(C(F)(F)F)cc1)P(C(C)(C)C)C(C)(C)C.[Fe+2].c1cc[cH-]c1,C40H42F6FeP2
232,W037-1,COc1ccc(P(c2ccc(OC)cc2)c2ccccc2-c2cc[cH-]c2[C@@H](C)P(C(C)(C)C)C(C)(C)C)cc1.[Fe+2].c1cc[cH-]c1,C40H48FeO2P2
233,W038-1,C[C@H](c1[cH-]ccc1-c1ccccc1P(c1cc(C(C)(C)C)cc(C(C)(C)C)c1)c1cc(C(C)(C)C)cc(C(C)(C)C)c1)P(C(C)(C)C)C(C)(C)C.[Fe+2].c1cc[cH-]c1,C54H76FeP2
234,W039-1,C[C@H](c1[cH-]ccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1)P(C1CCCCC1)C1CCCCC1.[Fe+2].c1cc[cH-]c1,C42H60FeP2
235,W040-1-RR,C[C@H](c1c[cH-]cc1-c1ccccc1P(C1CCCCC1)C1CCCCC1)P([C@@H]1C[C@@H]2CC[C@H]1C2)[C@@H]1C[C@@H]2CC[C@H]1C2.[Fe+2].c1cc[cH-]c1,C44H60FeP2
239,R-DMBQ-Segphos,CC1(C)CCN2CCC(C)(C)c3cc(P(c4cc5c6c(c4)C(C)(C)CCN6CCC5(C)C)c4ccc5c(c4-c4c(P(c6cc7c8c(c6)C(C)(C)CCN8CCC7(C)C)c6cc7c8c(c6)C(C)(C)CCN8CCC7(C)C)ccc6c4OCO6)OCO5)cc1c32,C78H96N4O4P2
241,R-Furyl-DTBM-Segphos,COc1c(C(C)(C)C)cc(P(c2cc(C(C)(C)C)c(OC)c(C(C)(C)C)c2)c2ccc3c(c2-c2c(P(c4ccco4)c4ccco4)ccc4c2OCO4)OCO3)cc1C(C)(C)C,C52H60O8P2
242,R-DTBM-Pphos,COc1cc(P(c2cc(C(C)(C)C)c(OC)c(C(C)(C)C)c2)c2cc(C(C)(C)C)c(OC)c(C(C)(C)C)c2)c(-c2c(P(c3cc(C(C)(C)C)c(OC)c(C(C)(C)C)c3)c3cc(C(C)(C)C)c(OC)c(C(C)(C)C)c3)cc(OC)nc2OC)c(OC)n1,C74H106N2O8P2
243,CF3-DPPE,FC(F)(F)c1cc(P(CCP(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,C34H16F24P2
244,CF3-DPPF,FC(F)(F)c1cc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[c-]2cccc2)cc(C(F)(F)F)c1.FC(F)(F)c1cc(P(c2cc[cH-]c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1.[Fe+2],C42H20F24FeP2
245,J002-1,C[C@H](c1c[cH-]cc1P(c1ccccc1)c1ccccc1)P(C(C)(C)C)C(C)(C)C.[Fe+2].c1cc[cH-]c1,C32H40FeP2
246,J007-1,COc1c(C)cc(P(c2cc(C)c(OC)c(C)c2)c2c[cH-]cc2[C@@H](C)P(C2CCCCC2)C2CCCCC2)cc1C.[Fe+2].c1cc[cH-]c1,C42H56FeO2P2
247,R-CF3-BINAP,FC(F)(F)c1cc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ccc3ccccc3c2-c2c(P(c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)ccc3ccccc23)cc(C(F)(F)F)c1,C52H24F24P2
248,R-345F-DTBM-Segphos,COc1c(C(C)(C)C)cc(P(c2cc(C(C)(C)C)c(OC)c(C(C)(C)C)c2)c2ccc3c(c2-c2c(P(c4cc(F)c(F)c(F)c4)c4cc(F)c(F)c(F)c4)ccc4c2OCO4)OCO3)cc1C(C)(C)C,C56H58F6O6P2
249,R-DTBM-Garphos,COc1cc(OC)c(-c2c(OC)cc(OC)cc2P(c2cc(C(C)(C)C)c(OC)c(C(C)(C)C)c2)c2cc(C(C)(C)C)c(OC)c(C(C)(C)C)c2)c(P(c2cc(C(C)(C)C)c(OC)c(C(C)(C)C)c2)c2cc(C(C)(C)C)c(OC)c(C(C)(C)C)c2)c1,C76H108O8P2
251,SS-Ph-BPE,c1ccc([C@@H]2CC[C@@H](c3ccccc3)P2CCP2[C@H](c3ccccc3)CC[C@H]2c2ccccc2)cc1,C34H36P2
253,R-DTBM-BIPHUP,COc1c(C(C)(C)C)cc(P(c2cc(C(C)(C)C)c(OC)c(C(C)(C)C)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2-c2c(P(c3cc(C(C)(C)C)c(OC)c(C(C)(C)C)c3)c3cc(C(C)(C)C)c(OC)c(C(C)(C)C)c3)cc(C(F)(F)F)cc2C(F)(F)F)cc1C(C)(C)C,C76H96F12O4P2
254,R-4CF3-Segphos,FC(F)(F)c1ccc(P(c2ccc(C(F)(F)F)cc2)c2ccc3c(c2-c2c(P(c4ccc(C(F)(F)F)cc4)c4ccc(C(F)(F)F)cc4)ccc4c2OCO4)OCO3)cc1,C42H24F12O4P2
255,R-4MeO-Segphos,COc1ccc(P(c2ccc(OC)cc2)c2ccc3c(c2-c2c(P(c4ccc(OC)cc4)c4ccc(OC)cc4)ccc4c2OCO4)OCO3)cc1,C42H36O8P2
256,R-4tBu-Segphos,CC(C)(C)c1ccc(P(c2ccc(C(C)(C)C)cc2)c2ccc3c(c2-c2c(P(c4ccc(C(C)(C)C)cc4)c4ccc(C(C)(C)C)cc4)ccc4c2OCO4)OCO3)cc1,C54H60O4P2
257,R-35-4CF3-Segphos,FC(F)(F)c1ccc(-c2cc(-c3ccc(C(F)(F)F)cc3)cc(P(c3cc(-c4ccc(C(F)(F)F)cc4)cc(-c4ccc(C(F)(F)F)cc4)c3)c3ccc4c(c3-c3c(P(c5cc(-c6ccc(C(F)(F)F)cc6)cc(-c6ccc(C(F)(F)F)cc6)c5)c5cc(-c6ccc(C(F)(F)F)cc6)cc(-c6ccc(C(F)(F)F)cc6)c5)ccc5c3OCO5)OCO4)c2)cc1,C94H52F24O4P2
258,R-35-CF3-Segphos,FC(F)(F)c1cc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ccc3c(c2-c2c(P(c4cc(C(F)(F)F)cc(C(F)(F)F)c4)c4cc(C(F)(F)F)cc(C(F)(F)F)c4)ccc4c2OCO4)OCO3)cc(C(F)(F)F)c1,C46H20F24O4P2
259,R-345MeO-BINAP,COc1cc(P(c2cc(OC)c(OC)c(OC)c2)c2ccc3ccccc3c2-c2c(P(c3cc(OC)c(OC)c(OC)c3)c3cc(OC)c(OC)c(OC)c3)ccc3ccccc23)cc(OC)c1OC,C56H56O12P2
260,R-benzodioxole-Segphos,c1cc2c(cc1P(c1ccc3c(c1)OCO3)c1ccc3c(c1-c1c(P(c4ccc5c(c4)OCO5)c4ccc5c(c4)OCO5)ccc4c1OCO4)OCO3)OCO2,C42H28O12P2
261,R-Cy-Garphos,COc1cc(OC)c(-c2c(OC)cc(OC)cc2P(C2CCCCC2)C2CCCCC2)c(P(C2CCCCC2)C2CCCCC2)c1,C40H60O4P2
262,R-DMM-BINAP,COc1c(C)cc(P(c2cc(C)c(OC)c(C)c2)c2ccc3ccccc3c2-c2c(P(c3cc(C)c(OC)c(C)c3)c3cc(C)c(OC)c(C)c3)ccc3ccccc23)cc1C,C56H56O4P2
263,R-DMM-Garphos,COc1cc(OC)c(-c2c(OC)cc(OC)cc2P(c2cc(C)c(OC)c(C)c2)c2cc(C)c(OC)c(C)c2)c(P(c2cc(C)c(OC)c(C)c2)c2cc(C)c(OC)c(C)c2)c1,C52H60O8P2
264,R-DTBM-BINAP,COc1c(C(C)(C)C)cc(P(c2cc(C(C)(C)C)c(OC)c(C(C)(C)C)c2)c2ccc3ccccc3c2-c2c(P(c3cc(C(C)(C)C)c(OC)c(C(C)(C)C)c3)c3cc(C(C)(C)C)c(OC)c(C(C)(C)C)c3)ccc3ccccc23)cc1C(C)(C)C,C80H104O4P2
266,R-Furyl-BINAP,c1coc(P(c2ccco2)c2ccc3ccccc3c2-c2c(P(c3ccco3)c3ccco3)ccc3ccccc23)c1,C36H24O4P2
267,R-IDPA-BINAP,CC(C)c1cc(P(c2cc(C(C)C)c(N(C)C)c(C(C)C)c2)c2ccc3ccccc3c2-c2c(P(c3cc(C(C)C)c(N(C)C)c(C(C)C)c3)c3cc(C(C)C)c(N(C)C)c(C(C)C)c3)ccc3ccccc23)cc(C(C)C)c1N(C)C,C76H100N4P2
268,R-IDPA-Garphos,COc1cc(OC)c(-c2c(OC)cc(OC)cc2P(c2cc(C(C)C)c(N(C)C)c(C(C)C)c2)c2cc(C(C)C)c(N(C)C)c(C(C)C)c2)c(P(c2cc(C(C)C)c(N(C)C)c(C(C)C)c2)c2cc(C(C)C)c(N(C)C)c(C(C)C)c2)c1,C72H104N4O4P2
269,R-MeDA-Garphos,COc1cc(OC)c(-c2c(OC)cc(OC)cc2P(c2cc(C)c(N(C)C)c(C)c2)c2cc(C)c(N(C)C)c(C)c2)c(P(c2cc(C)c(N(C)C)c(C)c2)c2cc(C)c(N(C)C)c(C)c2)c1,C56H72N4O4P2
270,R-oTol-BINAP,Cc1ccccc1P(c1ccccc1C)c1ccc2ccccc2c1-c1c(P(c2ccccc2C)c2ccccc2C)ccc2ccccc12,C48H40P2
271,R-pCF3-Garphos,COc1cc(OC)c(-c2c(OC)cc(OC)cc2P(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)c(P(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)c1,C44H32F12O4P2
272,R-pF-Garphos,COc1cc(OC)c(-c2c(OC)cc(OC)cc2P(c2ccc(F)cc2)c2ccc(F)cc2)c(P(c2ccc(F)cc2)c2ccc(F)cc2)c1,C40H32F4O4P2
273,R-pTol-Garphos,COc1cc(OC)c(-c2c(OC)cc(OC)cc2P(c2ccc(C)cc2)c2ccc(C)cc2)c(P(c2ccc(C)cc2)c2ccc(C)cc2)c1,C44H44O4P2
274,R-tBu-BINAP,CC(C)(C)P(c1ccc2ccccc2c1-c1c(P(C(C)(C)C)C(C)(C)C)ccc2ccccc12)C(C)(C)C,C36H48P2
275,R-tBu-Garphos,COc1cc(OC)c(-c2c(OC)cc(OC)cc2P(C(C)(C)C)C(C)(C)C)c(P(C(C)(C)C)C(C)(C)C)c1,C32H52O4P2
276,R-TES-Segphos,CC[Si](CC)(CC)c1cc(P(c2cc([Si](CC)(CC)CC)cc([Si](CC)(CC)CC)c2)c2ccc3c(c2-c2c(P(c4cc([Si](CC)(CC)CC)cc([Si](CC)(CC)CC)c4)c4cc([Si](CC)(CC)CC)cc([Si](CC)(CC)CC)c4)ccc4c2OCO4)OCO3)cc([Si](CC)(CC)CC)c1,C86H140O4P2Si8
277,R-TMS-Segphos,C[Si](C)(C)c1cc(P(c2cc([Si](C)(C)C)cc([Si](C)(C)C)c2)c2ccc3c(c2-c2c(P(c4cc([Si](C)(C)C)cc([Si](C)(C)C)c4)c4cc([Si](C)(C)C)cc([Si](C)(C)C)c4)ccc4c2OCO4)OCO3)cc([Si](C)(C)C)c1,C62H92O4P2Si8
278,R-Tol-Segphos,Cc1ccc(P(c2ccc(C)cc2)c2ccc3c(c2-c2c(P(c4ccc(C)cc4)c4ccc(C)cc4)ccc4c2OCO4)OCO3)cc1,C42H36O4P2
279,35CF3-BICP,FC(F)(F)c1cc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@@H]2CCC[C@@H]2[C@H]2CCC[C@H]2P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,C42H28F24P2
280,35CF3-Norphos,FC(F)(F)c1cc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@@H]2[C@@H]3C=C[C@@H](C3)[C@H]2P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,C39H20F24P2
281,35tBu-PPhos,COc1cc(P(c2cc(C(C)(C)C)cc(C(C)(C)C)c2)c2cc(C(C)(C)C)cc(C(C)(C)C)c2)c(-c2c(P(c3cc(C(C)(C)C)cc(C(C)(C)C)c3)c3cc(C(C)(C)C)cc(C(C)(C)C)c3)cc(OC)nc2OC)c(OC)n1,C70H98N2O4P2
282,CF3_CataSIumD,FC(F)(F)c1cc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@H]2CN(Cc3ccccc3)C[C@@H]2P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,C43H25F24NP2
283,DiPrM-BIPHUP,COc1c(C(C)C)cc(P(c2cc(C(C)C)c(OC)c(C(C)C)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2-c2c(P(c3cc(C(C)C)c(OC)c(C(C)C)c3)c3cc(C(C)C)c(OC)c(C(C)C)c3)cc(C(F)(F)F)cc2C(F)(F)F)cc1C(C)C,C68H80F12O4P2
284,DiPrM-PPhos,COc1cc(P(c2cc(C(C)C)c(OC)c(C(C)C)c2)c2cc(C(C)C)c(OC)c(C(C)C)c2)c(-c2c(P(c3cc(C(C)C)c(OC)c(C(C)C)c3)c3cc(C(C)C)c(OC)c(C(C)C)c3)cc(OC)nc2OC)c(OC)n1,C66H90N2O8P2
285,J008-1_redo,Cc1cc(C)cc(P(c2cc(C)cc(C)c2)[C@H](C)c2c[cH-]cc2P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1.[Fe+2].c1cc[cH-]c1,C44H36F12FeP2
286,R-35CF3-C3-Tunephos,FC(F)(F)c1cc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cccc3c2-c2c(cccc2P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)OCCCO3)cc(C(F)(F)F)c1,C47H24F24O2P2
287,SS-35CF3-BDPP,C[C@@H](C[C@H](C)P(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)P(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,C37H22F24P2
288,SS-35CF3-BPE,FC(F)(F)c1cc([C@@H]2CC[C@@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)P2CCP2[C@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)CC[C@H]2c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,C42H28F24P2
289,R-35CF3-C2-Tunephos,FC(F)(F)c1cc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cccc3c2-c2c(cccc2P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)OCCO3)cc(C(F)(F)F)c1,C46H22F24O2P2
290,R-35CF3-H8BINAP,FC(F)(F)c1cc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ccc3c(c2-c2c(P(c4cc(C(F)(F)F)cc(C(F)(F)F)c4)c4cc(C(F)(F)F)cc(C(F)(F)F)c4)ccc4c2CCCC4)CCCC3)cc(C(F)(F)F)c1,C52H32F24P2
291,RR-35CF3-DIOP,CC1(C)O[C@@H](CP(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@H](CP(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)O1,C39H24F24O2P2
292,S-35CF3-Phanephos,FC(F)(F)c1cc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc3ccc2CCc2ccc(c(P(c4cc(C(F)(F)F)cc(C(F)(F)F)c4)c4cc(C(F)(F)F)cc(C(F)(F)F)c4)c2)CC3)cc(C(F)(F)F)c1,C48H26F24P2
293,SS-35CF3-Chiraphos,C[C@@H]([C@H](C)P(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)P(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,C36H20F24P2
295,S-pCF3-Phanephos,FC(F)(F)c1ccc(P(c2ccc(C(F)(F)F)cc2)c2cc3ccc2CCc2ccc(c(P(c4ccc(C(F)(F)F)cc4)c4ccc(C(F)(F)F)cc4)c2)CC3)cc1,C44H30F12P2
297,RRRR_DiMeBABIPOP,C[C@@H]1Oc2cccc(-c3cccc4c3P(C(C)(C)C)[C@H](C)O4)c2P1C(C)(C)C,C24H32O2P2
298,RRRR_DiPr-BABPIOP,CC(C)[C@@H]1Oc2cccc(-c3cccc4c3P(C(C)(C)C)[C@H](C(C)C)O4)c2P1C(C)(C)C,C28H40O2P2
299,RR-iPr-BPE,CC(C)[C@H]1CC[C@H](C(C)C)P1CCP1[C@@H](C(C)C)CC[C@@H]1C(C)C,C22H44P2
301,RR_Me_BPE,C[C@@H]1CC[C@@H](C)P1CCP1[C@H](C)CC[C@H]1C,C14H28P2
302,RR_iPr_Duphos,CC(C)[C@H]1CC[C@H](C(C)C)P1c1ccccc1P1[C@@H](C(C)C)CC[C@@H]1C(C)C,C26H44P2
303,J015-1,Cc1cc(C)cc(P(c2cc(C)cc(C)c2)[C@H](C)c2c[cH-]cc2P(c2ccco2)c2ccco2)c1.[Fe+2].c1cc[cH-]c1,C36H36FeO2P2
304,RR_BABIPOP,CC(C)(C)P1COc2cccc(-c3cccc4c3P(C(C)(C)C)CO4)c21,C22H28O2P2
305,RR_Et_BPE,CC[C@@H]1CC[C@@H](CC)P1CCP1[C@H](CC)CC[C@H]1CC,C18H36P2
306,S-Phanephos,c1ccc(P(c2ccccc2)c2cc3ccc2CCc2ccc(c(P(c4ccccc4)c4ccccc4)c2)CC3)cc1,C40H34P2
308,S-DTBM-Phanephos,COc1c(C(C)(C)C)cc(P(c2cc(C(C)(C)C)c(OC)c(C(C)(C)C)c2)c2cc3ccc2CCc2ccc(c(P(c4cc(C(C)(C)C)c(OC)c(C(C)(C)C)c4)c4cc(C(C)(C)C)c(OC)c(C(C)(C)C)c4)c2)CC3)cc1C(C)(C)C,C76H106O4P2
309,S-Furyl-Phanephos,c1coc(P(c2ccco2)c2cc3ccc2CCc2ccc(c(P(c4ccco4)c4ccco4)c2)CC3)c1,C32H26O4P2
312,S-oTol-Phanephos,Cc1ccccc1P(c1ccccc1C)c1cc2ccc1CCc1ccc(c(P(c3ccccc3C)c3ccccc3C)c1)CC2,C44H42P2
313,S-pF-Phanephos,Fc1ccc(P(c2ccc(F)cc2)c2cc3ccc2CCc2ccc(c(P(c4ccc(F)cc4)c4ccc(F)cc4)c2)CC3)cc1,C40H30F4P2
314,S-pTol-Phanephos,Cc1ccc(P(c2ccc(C)cc2)c2cc3ccc2CCc2ccc(c(P(c4ccc(C)cc4)c4ccc(C)cc4)c2)CC3)cc1,C44H42P2
315,S-Xyl-Phanephos,Cc1cc(C)cc(P(c2cc(C)cc(C)c2)c2cc3ccc2CCc2ccc(c(P(c4cc(C)cc(C)c4)c4cc(C)cc(C)c4)c2)CC3)c1,C48H50P2
316,35CF3-DPPP,FC(F)(F)c1cc(P(CCCP(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,C35H18F24P2
318,diEt-diPh-DPPE,CCP(CCP(CC)c1ccccc1)c1ccccc1,C18H24P2
322,Et-DPPP,CCP(CC)CCCP(CC)CC,C11H26P2
325,Ethoxyethyl-DPPE,CCOCCP(CCOCC)CCP(CCOCC)CCOCC,C18H40O4P2
326,F20-DPPE,Fc1c(F)c(F)c(P(CCP(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,C26H4F20P2
327,hexaMeObiphep,COc1cc(P(c2ccccc2)c2ccccc2)c(-c2c(P(c3ccccc3)c3ccccc3)cc(OC)c(OC)c2OC)c(OC)c1OC,C42H40O6P2
328,hydroxybutyl-DPPE,OCCCCP(CCCCO)CCP(CCCCO)CCCCO,C18H40O4P2
329,Indanephos,CCOC(=O)C1(C(=O)OCC)Cc2cc(-c3cc4c(cc3P(c3ccccc3)c3ccccc3)CC(C(=O)OCC)(C(=O)OCC)C4)c(P(c3ccccc3)c3ccccc3)cc2C1,C54H52O8P2
330,J418-1,COc1c(C)cc(P(c2cc(C)c(OC)c(C)c2)c2c[cH-]cc2[C@@H](C)P(c2cc(C)cc(C)c2)c2cc(C)cc(C)c2)cc1C.[Fe+2].c1cc[cH-]c1,C46H52FeO2P2
331,J425-1,COc1c(C)cc(P(c2cc(C)c(OC)c(C)c2)c2c[cH-]cc2[C@@H](C)P(c2ccccc2C)c2ccccc2C)cc1C.[Fe+2].c1cc[cH-]c1,C44H48FeO2P2
332,J452-1,Cc1ccccc1P(c1ccccc1C)[C@H](C)c1c[cH-]cc1P(c1ccco1)c1ccco1.[Fe+2].c1cc[cH-]c1,C34H32FeO2P2
333,Me-DMPP,CP(C)CC(C)(C)CP(C)C,C9H22P2
334,Me-DPPBz,CP(C)c1ccccc1P(C)C,C10H16P2
336,Me-DPPP,CP(C)CCCP(C)C,C7H18P2
337,Me-Ph-DPPB,CP(C)CCCCP(c1ccccc1)c1ccccc1,C18H24P2
338,Me-Ph-DPPP,CP(C)CCCP(c1ccccc1)c1ccccc1,C17H22P2
339,Me-quinoxP,CP(C)c1nc2ccccc2nc1P(C)C,C12H16N2P2
342,Methoxybutyl-DPPE,COCCCP(CCCOC)CCP(CCCOC)CCCOC,C18H40O4P2
344,oF-DPPE,Fc1ccccc1P(CCP(c1ccccc1F)c1ccccc1F)c1ccccc1F,C26H20F4P2
345,oOME-DPPE,COc1ccccc1P(CCP(c1ccccc1OC)c1ccccc1OC)c1ccccc1OC,C30H32O4P2
346,oSMe-DPPE,CSc1ccccc1P(CCP(c1ccccc1SC)c1ccccc1SC)c1ccccc1SC,C30H32P2S4
347,pMe2N-DPPE,CN(C)c1ccc(P(CCP(c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)cc1,C34H44N4P2
348,pOMe-DPPE,COc1ccc(P(CCP(c2ccc(OC)cc2)c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,C30H32O4P2
349,pOMe-DPPP,COc1ccc(P(CCCP(c2ccc(OC)cc2)c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,C31H34O4P2
350,pSMe-DPPE,CSc1ccc(P(CCP(c2ccc(SC)cc2)c2ccc(SC)cc2)c2ccc(SC)cc2)cc1,C30H32P2S4
351,R-BINAM-P,c1ccc(P(Nc2ccc3ccccc3c2-c2c(NP(c3ccccc3)c3ccccc3)ccc3ccccc23)c2ccccc2)cc1,C44H34N2P2
352,RR-DIPAMP,COc1ccccc1P(CCP(c1ccccc1)c1ccccc1OC)c1ccccc1,C28H28O2P2
353,RR-oTol-DIPAMP,Cc1ccccc1P(CCP(c1ccccc1)c1ccccc1C)c1ccccc1,C28H28P2
354,SSSS-MeO-BIBOP,COc1cccc2c1P(C(C)(C)C)[C@H]([C@@H]1Oc3cccc(OC)c3P1C(C)(C)C)O2,C24H32O4P2
356,tBu-MeO-POP,COc1cccc2c1P(C(C)(C)C)[C@H](P(C(C)(C)C)C(C)(C)C)O2,C20H34O2P2
357,tetraphenyl-diazadiphosphocane-dicarboxylate,O=C(O)c1cccc(N2CP(c3ccccc3)CN(c3cccc(C(=O)O)c3)CP(c3ccccc3)C2)c1,C30H28N2O4P2
359,W041-1,C[C@H](c1[cH-]ccc1-c1ccccc1P(C(C)(C)C)C(C)(C)C)P(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1.[Fe+2].c1cc[cH-]c1,C42H40F12FeP2
360,W042-1,COc1ccc(P(c2ccc(OC)cc2)c2ccccc2-c2cc[cH-]c2[C@@H](C)P(C2CCCCC2)C2CCCCC2)cc1.[Fe+2].c1cc[cH-]c1,C44H52FeO2P2
361,W043-1,C[C@H](c1c[cH-]cc1-c1ccccc1P(c1cc(C(C)(C)C)cc(C(C)(C)C)c1)c1cc(C(C)(C)C)cc(C(C)(C)C)c1)P(C1CCCCC1)C1CCCCC1.[Fe+2].c1cc[cH-]c1,C58H80FeP2
362,W044-1,COc1c(C)cc(P(c2cc(C)c(OC)c(C)c2)c2ccccc2-c2cc[cH-]c2[C@@H](C)P(C2CCCCC2)C2CCCCC2)cc1C.[Fe+2].c1cc[cH-]c1,C48H60FeO2P2
363,W045-1_SS,CC(C)Oc1ccccc1P(c1ccccc1OC(C)C)c1ccccc1-c1cc[cH-]c1[C@@H](C)P([C@H]1C[C@@H]2CC[C@H]1C2)[C@H]1C[C@@H]2CC[C@H]1C2.[Fe+2].c1cc[cH-]c1,C50H60FeO2P2
364,W046-1,CC(C)Oc1ccccc1P(c1ccccc1OC(C)C)c1ccccc1-c1cc[cH-]c1[C@@H](C)P(C1CCCCC1)C1CCCCC1.[Fe+2].c1cc[cH-]c1,C48H60FeO2P2
