pool_size,num_meet,num_redun,frac_top,final_size,target_metric,tie_threshold,tiebreak_round,num_top,accuracy,coop_accuracy,mean_rank,stdev_rank,num_pools
10,2,1,1.0,2,output,0.1,True,15,0.0,0.0,223.97,591.4593554082985,104.98
9,2,1,1.0,2,output,0.1,True,15,0.0,0.0,147.76,684.9495765383026,108.09
8,2,1,1.0,2,output,0.1,True,15,0.0,0.0,137.78,485.47586098589903,130.16
10,2,2,1.0,2,output,0.1,True,15,0.0,0.0,49.85,111.15712977582679,141.99
7,2,1,1.0,2,output,0.1,True,15,0.0,0.0,78.53,256.39576654071334,155.52
9,2,2,1.0,2,output,0.1,True,15,0.0,0.0,29.96,75.70467885144221,163.63
9,2,1,1.0,2,coop,0.1,True,15,0.0,0.04,57524.55,10925.829542304786,164.55
8,2,1,1.0,2,coop,0.1,True,15,0.0,0.09,53919.75,16452.505272678078,177.97
10,2,1,1.0,2,coop,0.1,True,15,0.0,0.08,54754.46,15205.12362226628,183.32
7,2,1,1.0,2,coop,0.1,True,15,0.0,0.07,55778.2,14112.222095049381,188.39
6,2,1,1.0,2,output,0.1,True,15,0.0,0.0,44.14,129.5691336700219,198.16
10,2,3,1.0,2,output,0.1,True,15,0.0,0.0,34.08,154.29495649566775,203.7
8,2,2,1.0,2,output,0.1,True,15,0.0,0.0,22.13,50.62640714093782,215.4
6,2,1,1.0,2,coop,0.1,True,15,0.0,0.11,53228.83,17187.217660258455,219.04
10,2,2,1.0,2,coop,0.1,True,15,0.0,0.04,58007.55,10981.245198405324,223.5
9,2,3,1.0,2,output,0.1,True,15,0.0,0.0,10.48,23.548876830965845,236.21
9,2,2,1.0,2,coop,0.1,True,15,0.0,0.05,57380.81,12058.573975968304,242.72
5,2,1,1.0,2,output,0.1,True,15,0.0,0.0,19.03,66.12358958798289,280.56
7,2,2,1.0,2,output,0.1,True,15,0.0,0.0,11.89,33.658845791262664,287.28
8,2,2,1.0,2,coop,0.1,True,15,0.0,0.04,58059.6,11262.716148425297,293.28
5,2,1,1.0,2,coop,0.1,True,15,0.0,0.08,55455.44,15118.948586009545,298.16
8,2,3,1.0,2,output,0.1,True,15,0.0,0.0,9.47,34.97612185477401,313.79
10,2,3,1.0,2,coop,0.1,True,15,0.0,0.02,59375.82,7858.664238125968,317.76
9,2,3,1.0,2,coop,0.1,True,15,0.0,0.02,59432.44,7848.458534412984,339.81
7,2,2,1.0,2,coop,0.1,True,15,0.0,0.05,57788.43,12109.905601824485,345.83
6,2,2,1.0,2,output,0.1,True,15,0.0,0.0,6.21,14.393258838775882,376.55
8,2,3,1.0,2,coop,0.1,True,15,0.0,0.07,56604.58,14173.27168594464,415.22
7,2,3,1.0,2,output,0.1,True,15,0.0,0.0,3.81,9.59238760684742,421.88
6,2,2,1.0,2,coop,0.1,True,15,0.0,0.04,58385.67,10901.840958347357,425.28
4,2,1,1.0,2,output,0.1,True,15,0.0,0.0,3.28,6.543821513458326,450.79
4,2,1,1.0,2,coop,0.1,True,15,0.0,0.06,57372.61,13192.475261977943,459.28
7,2,3,1.0,2,coop,0.1,True,15,0.0,0.02,59544.31,7799.977108549743,517.25
5,2,2,1.0,2,output,0.1,True,15,0.0,0.0,3.73,8.276297481362063,536.34
6,2,3,1.0,2,output,0.1,True,15,0.0,0.0,2.19,2.6746775506591445,556.34
5,2,2,1.0,2,coop,0.1,True,15,0.0,0.04,58415.87,10889.13912819099,565.37
10,3,1,1.0,2,output,0.1,True,15,0.0,0.0,1.29,0.6212084996198941,580.47
6,2,3,1.0,2,coop,0.1,True,15,0.0,0.0,60746.74,1547.0678176473066,633.55
5,2,3,1.0,2,output,0.1,True,15,0.0,0.0,1.66,1.1421033228215385,796.13
5,2,3,1.0,2,coop,0.1,True,15,0.0,0.06,57528.62,13208.695261667597,833.87
4,2,2,1.0,2,output,0.1,True,15,0.0,0.0,2.05,2.920188350089768,879.97
4,2,2,1.0,2,coop,0.1,True,15,0.0,0.05,57957.31,12119.854973303103,890.25
9,3,1,1.0,2,output,0.1,True,15,0.0,0.0,1.27,0.988483687270559,908.95
10,3,1,1.0,2,coop,0.1,True,15,0.0,0.0,60985.37,689.5904096635915,953.17
