pool_size,num_meet,num_redun,frac_top,final_size,target_metric,tie_threshold,tiebreak_round,num_top,accuracy,coop_accuracy,mean_rank,stdev_rank,num_pools
4,3,1,1.0,2,output,0.1,True,15,1.0,1.0,0.0,0.0,14938.33
5,3,3,1.0,2,output,0.1,True,15,1.0,1.0,0.0,0.0,19688.04
4,3,2,1.0,2,output,0.1,True,15,1.0,1.0,0.0,0.0,29859.83
4,3,3,1.0,2,output,0.1,True,15,1.0,1.0,0.0,0.0,44781.59
5,3,2,1.0,2,output,0.1,True,15,0.99,0.99,0.06,0.5969924622639718,13131.0
5,3,1,1.0,2,output,0.1,True,15,0.94,0.94,0.49,2.273741410099222,6573.98
5,2,3,1.0,2,coop,0.1,True,15,0.66,0.66,20196.82,28299.601839382827,852.77
6,3,3,1.0,2,output,0.1,True,15,0.66,0.66,2.85,5.616716122433107,10307.68
4,2,3,1.0,2,coop,0.1,True,15,0.65,0.65,21312.22,29045.06988167871,1336.49
4,2,1,1.0,2,coop,0.1,True,15,0.62,0.62,22807.22,29156.447973846192,466.6
6,2,3,1.0,2,coop,0.1,True,15,0.6,0.6,24081.4,29545.85482093893,642.68
6,2,2,1.0,2,coop,0.1,True,15,0.57,0.57,25290.1,29259.910145282403,431.93
5,2,2,1.0,2,coop,0.1,True,15,0.56,0.56,26377.52,29788.224566925768,573.75
4,2,3,1.0,2,output,0.1,True,15,0.56,0.56,6.11,10.162573492969189,1312.2
6,3,2,1.0,2,output,0.1,True,15,0.56,0.56,4.6,7.748548251124206,6877.31
5,2,1,1.0,2,coop,0.1,True,15,0.55,0.55,26584.14,29538.51666520172,315.26
4,2,2,1.0,2,output,0.1,True,15,0.55,0.55,6.86,10.157775346994049,880.18
6,3,1,1.0,2,output,0.1,True,15,0.54,0.54,3.67,5.943155727389279,3447.25
4,2,2,1.0,2,coop,0.1,True,15,0.51,0.51,29720.67,30336.54287754457,899.45
6,2,1,1.0,2,coop,0.1,True,15,0.5,0.5,29118.48,29255.65606322306,226.95
4,2,1,1.0,2,output,0.1,True,15,0.5,0.5,14.92,24.879180050797494,450.22
7,2,2,1.0,2,coop,0.1,True,15,0.47,0.47,31373.95,29821.190752676193,356.93
7,3,3,1.0,2,output,0.1,True,15,0.45,0.45,4.82,6.741483516259607,6497.89
9,2,3,1.0,2,coop,0.1,True,15,0.44,0.44,33193.26,29521.638618010347,335.19
7,2,3,1.0,2,coop,0.1,True,15,0.43,0.43,34237.28,29787.201939786155,514.89
5,2,3,1.0,2,output,0.1,True,15,0.43,0.43,15.67,28.6035155182016,796.25
8,2,2,1.0,2,coop,0.1,True,15,0.42,0.42,34194.41,29228.97159432573,295.95
8,2,3,1.0,2,coop,0.1,True,15,0.42,0.42,34693.31,29571.621465078642,421.86
7,2,1,1.0,2,coop,0.1,True,15,0.4,0.4,34440.51,28382.65195484559,204.4
10,3,1,1.0,2,coop,0.1,True,15,0.39,0.39,37262.27,29794.684498700433,964.44
8,3,1,1.0,2,coop,0.1,True,15,0.39,0.39,37216.72,29759.887058616336,1813.33
8,2,1,1.0,2,coop,0.1,True,15,0.36,0.36,37841.98,28489.62056503386,190.1
5,2,1,1.0,2,output,0.1,True,15,0.36,0.36,77.73,256.82285159229895,280.3
7,3,1,1.0,2,output,0.1,True,15,0.36,0.36,6.47,8.374311912031937,2178.15
7,3,2,1.0,2,output,0.1,True,15,0.36,0.36,6.0,7.585512507405152,4338.15
10,2,3,1.0,2,coop,0.1,True,15,0.35,0.35,38374.44,28344.774627899227,310.69
5,2,2,1.0,2,output,0.1,True,15,0.34,0.34,23.13,40.81486371409318,536.59
8,3,2,1.0,2,output,0.1,True,15,0.34,0.34,7.32,9.605081988197705,2606.71
9,3,1,1.0,2,coop,0.1,True,15,0.32,0.32,41527.22,28487.92395334557,1378.81
8,3,3,1.0,2,output,0.1,True,15,0.32,0.32,7.66,9.698680322600596,3901.3
6,3,1,1.0,2,coop,0.1,True,15,0.32,0.32,41530.8,28490.211225612213,4122.17
9,2,1,1.0,2,coop,0.1,True,15,0.3,0.3,41006.9,26998.27915460539,181.07
7,3,1,1.0,2,coop,0.1,True,15,0.3,0.3,42758.0,27991.837971451605,2745.34
10,2,1,1.0,2,coop,0.1,True,15,0.28,0.28,41694.31,26496.339912031246,172.6
9,2,2,1.0,2,coop,0.1,True,15,0.28,0.28,42438.88,26601.979351649756,232.47
5,3,1,1.0,2,coop,0.1,True,15,0.28,0.28,43983.38,27428.54878544616,7336.76
10,3,2,1.0,2,coop,0.1,True,15,0.27,0.27,44584.65,27115.097512041146,1887.95
6,2,3,1.0,2,output,0.1,True,15,0.24,0.24,26.43,37.848713320270214,556.42
8,3,1,1.0,2,output,0.1,True,15,0.23,0.23,12.72,18.198945024368857,1312.39
7,3,3,1.0,2,coop,0.1,True,15,0.22,0.22,47625.0,25293.527924747865,7721.6
5,3,2,1.0,2,coop,0.1,True,15,0.22,0.22,47653.37,25308.090085842116,14367.62
6,2,1,1.0,2,output,0.1,True,15,0.21,0.21,133.07,320.5910246716212,197.23
9,3,2,1.0,2,output,0.1,True,15,0.21,0.21,9.85,12.010308072651593,1801.45
6,3,2,1.0,2,coop,0.1,True,15,0.21,0.21,48249.24,24876.707021677932,7950.61
6,2,2,1.0,2,output,0.1,True,15,0.2,0.2,36.71,60.19057982774381,376.91
7,2,3,1.0,2,output,0.1,True,15,0.2,0.2,39.98,63.19255968862158,421.96
10,3,3,1.0,2,coop,0.1,True,15,0.2,0.2,48865.35,24432.929370165584,2756.74
8,3,2,1.0,2,coop,0.1,True,15,0.2,0.2,48885.08,24442.81187371044,3483.13
7,3,2,1.0,2,coop,0.1,True,15,0.2,0.2,48862.12,24431.080354040834,5301.68
8,2,2,1.0,2,output,0.1,True,15,0.19,0.19,120.99,398.38367172864906,215.02
9,3,2,1.0,2,coop,0.1,True,15,0.19,0.19,49485.99,23967.26477531176,2684.16
10,2,1,1.0,2,output,0.1,True,15,0.18,0.18,147.74,325.62228486392024,102.79
10,2,2,1.0,2,coop,0.1,True,15,0.18,0.18,48288.52,22796.45578175695,229.28
8,2,3,1.0,2,output,0.1,True,15,0.17,0.17,52.43,113.39940520126198,313.86
9,3,3,1.0,2,output,0.1,True,15,0.17,0.17,8.9,9.532575727472612,2692.7
8,2,1,1.0,2,output,0.1,True,15,0.16,0.16,172.54,388.9676701218239,128.56
9,3,1,1.0,2,output,0.1,True,15,0.15,0.15,15.19,19.660974034874265,910.61
8,3,3,1.0,2,coop,0.1,True,15,0.15,0.15,51932.44,21816.692045459135,5023.79
10,3,2,1.0,2,output,0.1,True,15,0.14,0.14,12.37,13.41167774739611,1143.82
4,3,1,1.0,2,coop,0.1,True,15,0.14,0.14,52522.83,21191.88674000265,15825.79
9,2,1,1.0,2,output,0.1,True,15,0.13,0.13,241.02,610.6194392582012,109.53
7,2,2,1.0,2,output,0.1,True,15,0.13,0.13,77.92,129.82169926479935,286.7
10,3,3,1.0,2,output,0.1,True,15,0.13,0.13,10.19,11.259391635430397,1706.16
6,3,3,1.0,2,coop,0.1,True,15,0.13,0.13,53152.05,20546.543612673642,11622.0
7,2,1,1.0,2,output,0.1,True,15,0.12,0.12,348.91,769.8143944484281,155.34
9,3,3,1.0,2,coop,0.1,True,15,0.11,0.11,54369.23,19114.155117009494,3843.92
5,3,3,1.0,2,coop,0.1,True,15,0.11,0.11,54356.53,19110.139550225686,21213.29
10,3,1,1.0,2,output,0.1,True,15,0.1,0.1,18.4,16.733200530681508,581.77
9,2,2,1.0,2,output,0.1,True,15,0.09,0.09,153.17,288.89465398307397,164.52
9,2,3,1.0,2,output,0.1,True,15,0.09,0.09,114.83,245.97589536375307,236.43
10,2,3,1.0,2,output,0.1,True,15,0.08,0.08,105.47,193.1550907949361,203.43
10,2,2,1.0,2,output,0.1,True,15,0.07,0.07,300.76,758.7440954630224,142.34
4,3,3,1.0,2,coop,0.1,True,15,0.07,0.07,56819.38,15588.654554373832,46573.57
4,3,2,1.0,2,coop,0.1,True,15,0.06,0.06,57413.67,14505.789690365016,31323.82
