pool_size,num_meet,num_redun,frac_top,final_size,target_metric,tie_threshold,tiebreak_round,num_top,accuracy,coop_accuracy,mean_rank,stdev_rank,num_pools
5,3,1,1.0,2,output,0.1,True,15,1.0,1.0,0.0,0.0,6574.73
5,3,2,1.0,2,output,0.1,True,15,1.0,1.0,0.0,0.0,13131.18
4,3,1,1.0,2,output,0.1,True,15,1.0,1.0,0.0,0.0,14938.54
5,3,3,1.0,2,output,0.1,True,15,1.0,1.0,0.0,0.0,19687.91
4,3,2,1.0,2,output,0.1,True,15,1.0,1.0,0.0,0.0,29860.52
4,3,3,1.0,2,output,0.1,True,15,1.0,1.0,0.0,0.0,44782.39
6,3,1,1.0,2,output,0.1,True,15,0.99,0.99,0.5,4.9749371855331,3447.82
6,3,3,1.0,2,output,0.1,True,15,0.99,0.99,0.14,1.3929824119492678,10308.28
7,3,3,1.0,2,output,0.1,True,15,0.96,0.96,1.11,5.942886504048349,6498.94
6,3,2,1.0,2,output,0.1,True,15,0.94,0.94,1.64,7.35733647456741,6878.28
7,3,2,1.0,2,output,0.1,True,15,0.9,0.9,3.71,13.30736262375081,4339.11
8,3,3,1.0,2,output,0.1,True,15,0.87,0.87,4.59,13.026200520489464,3901.16
7,3,1,1.0,2,output,0.1,True,15,0.84,0.84,7.47,20.14470401867449,2178.45
9,3,3,1.0,2,output,0.1,True,15,0.84,0.84,8.97,27.331467212720217,2693.01
10,3,3,1.0,2,output,0.1,True,15,0.83,0.83,8.32,27.189292009907135,1706.05
8,3,2,1.0,2,output,0.1,True,15,0.83,0.83,7.23,20.66971456019652,2607.19
9,3,2,1.0,2,output,0.1,True,15,0.75,0.75,12.42,25.474763983205026,1802.02
10,3,2,1.0,2,output,0.1,True,15,0.71,0.71,14.21,31.05488528396136,1144.11
4,2,3,1.0,2,output,0.1,True,15,0.69,0.69,14.14,35.57162352212786,1312.36
8,3,1,1.0,2,output,0.1,True,15,0.68,0.68,20.22,70.51093248567912,1312.47
4,2,2,1.0,2,output,0.1,True,15,0.65,0.65,12.01,21.512552149849633,880.42
4,2,1,1.0,2,output,0.1,True,15,0.6,0.6,18.46,36.86174710997839,450.58
5,2,3,1.0,2,output,0.1,True,15,0.55,0.55,24.65,61.08050016167189,796.31
5,2,2,1.0,2,output,0.1,True,15,0.53,0.53,28.38,48.88737669378467,536.61
9,3,1,1.0,2,output,0.1,True,15,0.53,0.53,30.89,80.1539637198311,910.94
10,3,1,1.0,2,output,0.1,True,15,0.5,0.5,26.1,38.5918385154167,581.7
6,2,3,1.0,2,output,0.1,True,15,0.41,0.41,43.3,90.80302858385286,556.69
5,2,1,1.0,2,output,0.1,True,15,0.39,0.39,44.79,68.86730646685696,280.11
6,2,1,1.0,2,coop,0.1,True,15,0.36,0.36,37338.92,28375.24693061894,222.87
4,2,1,1.0,2,coop,0.1,True,15,0.36,0.36,38431.94,28878.524647156057,464.06
5,2,1,1.0,2,coop,0.1,True,15,0.34,0.34,39429.08,28408.0747019857,301.91
6,2,2,1.0,2,output,0.1,True,15,0.33,0.33,69.93,122.47728401626156,376.62
7,2,3,1.0,2,output,0.1,True,15,0.32,0.32,88.65,338.76937213980835,421.83
9,2,3,1.0,2,output,0.1,True,15,0.31,0.31,105.8,152.5783733036894,236.39
5,2,2,1.0,2,coop,0.1,True,15,0.31,0.31,41434.6,27862.975595940938,582.15
6,2,1,1.0,2,output,0.1,True,15,0.28,0.28,249.69,707.3254653269597,196.74
9,2,2,1.0,2,coop,0.1,True,15,0.28,0.28,43136.16,26976.310628668256,242.24
4,2,2,1.0,2,coop,0.1,True,15,0.28,0.28,43655.81,27251.33248290623,902.28
7,2,1,1.0,2,coop,0.1,True,15,0.26,0.26,42135.85,25781.373294444576,194.25
6,2,2,1.0,2,coop,0.1,True,15,0.26,0.26,44114.55,26254.523046658076,435.3
9,2,1,1.0,2,coop,0.1,True,15,0.25,0.25,44475.81,25845.07332305134,194.23
8,2,3,1.0,2,coop,0.1,True,15,0.25,0.25,44967.29,26040.95043399722,426.6
5,2,3,1.0,2,coop,0.1,True,15,0.25,0.25,45570.17,26330.522070424275,873.07
7,2,3,1.0,2,coop,0.1,True,15,0.24,0.24,45760.48,25770.851135917106,538.06
8,2,1,1.0,2,coop,0.1,True,15,0.23,0.23,45441.17,25241.691152953674,190.03
6,2,3,1.0,2,coop,0.1,True,15,0.23,0.23,46555.53,25479.243121197695,657.91
4,2,3,1.0,2,coop,0.1,True,15,0.23,0.23,46808.82,25596.541078192575,1346.4
7,2,2,1.0,2,output,0.1,True,15,0.22,0.22,75.13,109.97796642964445,287.0
8,2,2,1.0,2,coop,0.1,True,15,0.22,0.22,46229.82,24722.580440310026,297.69
9,2,3,1.0,2,coop,0.1,True,15,0.22,0.22,46781.55,24920.616793079178,349.23
10,2,3,1.0,2,coop,0.1,True,15,0.21,0.21,47004.6,24387.734778367587,322.47
7,2,2,1.0,2,coop,0.1,True,15,0.21,0.21,47336.88,24461.621232567562,362.3
8,2,3,1.0,2,output,0.1,True,15,0.2,0.2,87.84,140.79344587018247,314.2
9,2,2,1.0,2,output,0.1,True,15,0.18,0.18,203.05,358.8442106262828,164.06
10,2,1,1.0,2,coop,0.1,True,15,0.18,0.18,48263.65,23224.32630858213,199.86
8,2,1,1.0,2,output,0.1,True,15,0.17,0.17,169.42,373.61555588599356,129.49
7,2,1,1.0,2,output,0.1,True,15,0.17,0.17,176.07,509.666052528516,157.66
8,2,2,1.0,2,output,0.1,True,15,0.16,0.16,135.28,335.97303701338893,215.74
10,2,2,1.0,2,coop,0.1,True,15,0.16,0.16,48507.55,21567.37943857575,233.05
9,2,1,1.0,2,output,0.1,True,15,0.13,0.13,310.08,599.0683046197654,109.97
10,2,3,1.0,2,output,0.1,True,15,0.13,0.13,177.87,291.9536488896824,203.57
10,2,1,1.0,2,output,0.1,True,15,0.11,0.11,330.66,670.0544786806518,104.59
10,3,1,1.0,2,coop,0.1,True,15,0.11,0.11,54321.98,19115.203660426952,978.45
9,3,1,1.0,2,coop,0.1,True,15,0.1,0.1,54901.86,18318.373551175333,1380.22
10,2,2,1.0,2,output,0.1,True,15,0.09,0.09,349.28,665.1158708074857,142.28
8,3,1,1.0,2,coop,0.1,True,15,0.09,0.09,55627.41,17505.095509648043,1828.97
