pool_size,num_meet,num_redun,frac_top,final_size,target_metric,tie_threshold,tiebreak_round,num_top,accuracy,coop_accuracy,mean_rank,stdev_rank,num_pools
10,2,1,1.0,2,output,0.1,True,15,0.0,0.0,32767.46,15706.552764002672,103.14
9,2,1,1.0,2,output,0.1,True,15,0.0,0.0,34123.47,16851.988744628925,111.32
8,2,1,1.0,2,output,0.1,True,15,0.0,0.0,34286.13,17414.049188316312,130.48
10,2,2,1.0,2,output,0.1,True,15,0.0,0.0,34940.64,15639.99019278465,141.79
7,2,1,1.0,2,output,0.1,True,15,0.0,0.0,34787.5,16046.258777359912,155.69
9,2,2,1.0,2,output,0.1,True,15,0.0,0.0,32593.53,16783.684654124674,164.15
9,2,1,1.0,2,coop,0.1,True,15,0.0,0.27,31138.98,15443.60584447816,178.59
8,2,1,1.0,2,coop,0.1,True,15,0.0,0.35,31028.65,15141.476948683045,178.93
7,2,1,1.0,2,coop,0.1,True,15,0.0,0.41,34966.52,13834.233017757075,188.55
6,2,1,1.0,2,output,0.1,True,15,0.0,0.0,32757.69,16630.143562035177,197.77
10,2,1,1.0,2,coop,0.1,True,15,0.0,0.22,31740.21,17240.575963867912,201.79
10,2,3,1.0,2,output,0.1,True,15,0.0,0.0,35461.91,15475.609515036878,203.51
6,2,1,1.0,2,coop,0.1,True,15,0.0,0.54,34224.54,12886.825084108188,214.27
8,2,2,1.0,2,output,0.1,True,15,0.0,0.0,31600.22,14746.376960853808,215.6
10,2,2,1.0,2,coop,0.1,True,15,0.0,0.3,33298.2,15060.233855422035,236.11
9,2,3,1.0,2,output,0.1,True,15,0.0,0.0,33416.24,16249.561793550003,236.15
9,2,2,1.0,2,coop,0.1,True,15,0.0,0.39,34656.54,15140.909091213776,249.8
5,2,1,1.0,2,output,0.1,True,15,0.0,0.0,37244.44,16730.646796415254,280.07
7,2,2,1.0,2,output,0.1,True,15,0.0,0.0,31309.89,15123.579137819857,286.98
8,2,2,1.0,2,coop,0.1,True,15,0.0,0.49,34058.56,14144.907689568005,298.74
5,2,1,1.0,2,coop,0.1,True,15,0.0,0.6,33286.24,11702.755520918994,301.29
8,2,3,1.0,2,output,0.1,True,15,0.0,0.0,35902.51,16142.670705614359,314.32
10,2,3,1.0,2,coop,0.1,True,15,0.0,0.39,36298.9,14239.250988377164,326.95
9,2,3,1.0,2,coop,0.1,True,15,0.0,0.54,33375.18,12714.392691261346,349.19
7,2,2,1.0,2,coop,0.1,True,15,0.0,0.58,34285.89,13209.034076642392,360.69
6,2,2,1.0,2,output,0.1,True,15,0.0,0.0,33666.1,13721.561934051095,376.38
7,2,3,1.0,2,output,0.1,True,15,0.0,0.0,32219.82,16172.188578779313,421.64
6,2,2,1.0,2,coop,0.1,True,15,0.0,0.71,35888.69,11396.658766230565,425.54
8,2,3,1.0,2,coop,0.1,True,15,0.0,0.62,34981.77,11576.900243031381,430.19
4,2,1,1.0,2,output,0.1,True,15,0.0,0.0,33560.0,15180.913224177259,450.86
4,2,1,1.0,2,coop,0.1,True,15,0.0,0.69,34589.08,9886.01465169863,459.11
7,2,3,1.0,2,coop,0.1,True,15,0.0,0.75,35386.13,10056.038856980416,521.6
5,2,2,1.0,2,output,0.1,True,15,0.0,0.0,32859.95,15471.700523455722,536.32
6,2,3,1.0,2,output,0.1,True,15,0.0,0.0,33801.86,15801.50956397521,556.48
5,2,2,1.0,2,coop,0.1,True,15,0.0,0.75,34481.03,9140.64354676956,566.79
10,3,1,1.0,2,output,0.1,True,15,0.0,0.0,35019.82,16978.20341636888,580.07
6,2,3,1.0,2,coop,0.1,True,15,0.0,0.77,36813.62,7368.821514706406,632.7
5,2,3,1.0,2,output,0.1,True,15,0.0,0.0,33859.21,15552.689759842187,796.34
5,2,3,1.0,2,coop,0.1,True,15,0.0,0.82,36334.85,7082.677550721902,843.62
4,2,2,1.0,2,output,0.1,True,15,0.0,0.0,33881.4,14476.856707172312,879.96
4,2,2,1.0,2,coop,0.1,True,15,0.0,0.84,36147.19,8649.92892421088,895.07
9,3,1,1.0,2,output,0.1,True,15,0.0,0.0,32341.9,16218.000463374023,909.28
10,3,1,1.0,2,coop,0.1,True,15,0.0,0.88,35733.84,7669.478080964831,962.72
10,3,2,1.0,2,output,0.1,True,15,0.0,0.0,31869.55,16462.67096152687,1142.25
