pool_size,num_meet,num_redun,frac_top,final_size,target_metric,tie_threshold,tiebreak_round,num_top,accuracy,coop_accuracy,mean_rank,stdev_rank,num_pools
10,2,1,1.0,2,output,0.1,True,15,0.0,0.0,228.72,412.9704851439144,105.24
9,2,1,1.0,2,output,0.1,True,15,0.0,0.0,322.95,718.4367108521112,109.43
8,2,1,1.0,2,output,0.1,True,15,0.0,0.0,170.23,326.93326092644656,129.61
10,2,2,1.0,2,output,0.1,True,15,0.0,0.0,253.15,578.8304825248927,142.59
7,2,1,1.0,2,output,0.1,True,15,0.0,0.0,215.6,513.5865457739328,156.05
9,2,2,1.0,2,output,0.1,True,15,0.0,0.0,124.44,219.57250829737316,163.61
10,2,1,1.0,2,coop,0.1,True,15,0.0,0.25,47180.61,19956.097956712376,193.75
6,2,1,1.0,2,output,0.1,True,15,0.0,0.0,71.78,119.7302451346359,196.71
7,2,1,1.0,2,coop,0.1,True,15,0.0,0.34,42589.23,21470.02973069902,202.29
9,2,1,1.0,2,coop,0.1,True,15,0.0,0.42,40301.37,22938.82746465259,203.12
10,2,3,1.0,2,output,0.1,True,15,0.0,0.0,157.73,366.4929973410134,203.34
8,2,1,1.0,2,coop,0.1,True,15,0.0,0.37,42102.21,22302.495698596154,212.47
8,2,2,1.0,2,output,0.1,True,15,0.0,0.0,177.1,306.7001304205788,215.69
6,2,1,1.0,2,coop,0.1,True,15,0.0,0.61,30986.96,22204.580874189,221.01
10,2,2,1.0,2,coop,0.1,True,15,0.0,0.3,45304.51,21272.237465530045,233.72
9,2,3,1.0,2,output,0.1,True,15,0.0,0.0,91.52,151.00433636157607,236.2
9,2,2,1.0,2,coop,0.1,True,15,0.0,0.5,36318.87,22960.376471066407,253.32
5,2,1,1.0,2,output,0.1,True,15,0.0,0.0,29.0,45.286421806099895,280.14
7,2,2,1.0,2,output,0.1,True,15,0.0,0.0,70.46,146.19592470380286,286.74
5,2,1,1.0,2,coop,0.1,True,15,0.0,0.7,27584.16,21616.325423956772,308.53
8,2,2,1.0,2,coop,0.1,True,15,0.0,0.4,41335.72,22890.03319398205,310.05
8,2,3,1.0,2,output,0.1,True,15,0.0,0.0,110.03,213.76938298081885,314.27
10,2,3,1.0,2,coop,0.1,True,15,0.0,0.41,40749.57,22864.516700011394,321.18
