pool_size,num_meet,num_redun,frac_top,final_size,target_metric,tie_threshold,tiebreak_round,num_top,accuracy,coop_accuracy,mean_rank,stdev_rank,num_pools
10,3,1,1.0,2,output,0.1,True,15,1.0,1.0,0.0,0.0,579.43
10,3,2,1.0,2,output,0.1,True,15,1.0,1.0,0.0,0.0,1141.72
4,2,3,1.0,2,output,0.1,True,15,1.0,1.0,0.0,0.0,1311.41
10,3,3,1.0,2,output,0.1,True,15,1.0,1.0,0.0,0.0,1703.6
9,3,2,1.0,2,output,0.1,True,15,1.0,1.0,0.0,0.0,1799.39
8,3,2,1.0,2,output,0.1,True,15,1.0,1.0,0.0,0.0,2604.78
9,3,3,1.0,2,output,0.1,True,15,1.0,1.0,0.0,0.0,2690.72
6,3,1,1.0,2,output,0.1,True,15,1.0,1.0,0.0,0.0,3446.45
8,3,3,1.0,2,output,0.1,True,15,1.0,1.0,0.0,0.0,3898.71
7,3,2,1.0,2,output,0.1,True,15,1.0,1.0,0.0,0.0,4336.47
7,3,3,1.0,2,output,0.1,True,15,1.0,1.0,0.0,0.0,6496.96
5,3,1,1.0,2,output,0.1,True,15,1.0,1.0,0.0,0.0,6573.27
6,3,2,1.0,2,output,0.1,True,15,1.0,1.0,0.0,0.0,6876.46
6,3,3,1.0,2,output,0.1,True,15,1.0,1.0,0.0,0.0,10306.69
5,3,2,1.0,2,output,0.1,True,15,1.0,1.0,0.0,0.0,13130.27
4,3,1,1.0,2,output,0.1,True,15,1.0,1.0,0.0,0.0,14937.97
5,3,3,1.0,2,output,0.1,True,15,1.0,1.0,0.0,0.0,19687.14
4,3,2,1.0,2,output,0.1,True,15,1.0,1.0,0.0,0.0,29859.85
4,3,3,1.0,2,output,0.1,True,15,1.0,1.0,0.0,0.0,44782.08
7,3,1,1.0,2,output,0.1,True,15,0.99,0.99,0.65,6.467418341193026,2176.89
6,2,3,1.0,2,output,0.1,True,15,0.97,0.97,2.42,14.106154685101112,555.74
6,2,3,1.0,2,coop,0.1,True,15,0.97,0.97,1838.38,10454.363649481495,565.25
5,2,3,1.0,2,output,0.1,True,15,0.97,0.97,2.04,11.600793076337496,795.37
8,3,1,1.0,2,output,0.1,True,15,0.97,0.97,1.99,11.320331267237721,1310.87
4,2,2,1.0,2,output,0.1,True,15,0.96,0.96,2.73,13.387199109597198,879.6
9,3,1,1.0,2,output,0.1,True,15,0.96,0.96,2.72,13.341724026526705,908.31
5,2,2,1.0,2,output,0.1,True,15,0.91,0.91,6.54,21.174711332152793,535.64
5,2,3,1.0,2,coop,0.1,True,15,0.9,0.9,6152.84,18462.48659347922,808.75
6,2,2,1.0,2,output,0.1,True,15,0.89,0.89,9.8,32.99666649829949,375.58
7,2,3,1.0,2,output,0.1,True,15,0.89,0.89,7.81,22.561336396587855,420.64
7,2,3,1.0,2,coop,0.1,True,15,0.89,0.89,6394.86,18334.212466326444,439.76
6,2,2,1.0,2,coop,0.1,True,15,0.87,0.87,7959.55,20598.147350854153,392.1
9,2,3,1.0,2,coop,0.1,True,15,0.85,0.85,8556.28,20625.68141957012,264.47
8,2,3,1.0,2,coop,0.1,True,15,0.85,0.85,8771.31,20989.61734415137,335.38
5,2,2,1.0,2,coop,0.1,True,15,0.84,0.84,9895.83,22674.535016204853,555.18
7,2,2,1.0,2,output,0.1,True,15,0.83,0.83,18.51,62.806925573538464,285.86
7,2,2,1.0,2,coop,0.1,True,15,0.83,0.83,9841.97,22039.80171800781,304.21
4,2,1,1.0,2,output,0.1,True,15,0.83,0.83,12.93,30.905421854425477,450.72
10,3,1,1.0,2,coop,0.1,True,15,0.83,0.83,10529.32,23265.665250269547,709.28
9,2,3,1.0,2,output,0.1,True,15,0.82,0.82,23.92,72.46718981718554,235.2
8,2,3,1.0,2,output,0.1,True,15,0.8,0.8,23.62,72.61456878616026,312.92
4,2,3,1.0,2,coop,0.1,True,15,0.76,0.76,14857.59,26439.383157363936,1322.16
8,3,1,1.0,2,coop,0.1,True,15,0.76,0.76,14861.76,26446.750638261776,1484.23
8,2,2,1.0,2,coop,0.1,True,15,0.74,0.74,15038.65,25796.399013961232,237.85
4,2,2,1.0,2,coop,0.1,True,15,0.73,0.73,16677.13,27424.22352689497,896.24
10,2,3,1.0,2,coop,0.1,True,15,0.72,0.72,16001.37,25963.79761693385,241.77
9,3,1,1.0,2,coop,0.1,True,15,0.72,0.72,17089.48,27511.279334658357,1070.83
10,3,2,1.0,2,coop,0.1,True,15,0.71,0.71,17963.01,28106.704107559468,1427.97
9,3,2,1.0,2,coop,0.1,True,15,0.71,0.71,17966.0,28111.384913589725,2134.0
6,3,1,1.0,2,coop,0.1,True,15,0.7,0.7,18579.9,28381.31788853365,3685.61
7,3,2,1.0,2,coop,0.1,True,15,0.7,0.7,18588.72,28394.779388148097,4675.03
5,3,1,1.0,2,coop,0.1,True,15,0.7,0.7,18576.53,28376.187553811735,6855.26
7,3,3,1.0,2,coop,0.1,True,15,0.7,0.7,18587.19,28392.441704684363,6897.03
10,2,3,1.0,2,output,0.1,True,15,0.69,0.69,64.44,177.75102362574455,202.47
7,3,1,1.0,2,coop,0.1,True,15,0.69,0.69,19186.64,28624.910744845998,2361.09
8,2,1,1.0,2,coop,0.1,True,15,0.67,0.67,19460.0,27861.54775564344,155.0
6,2,1,1.0,2,coop,0.1,True,15,0.67,0.67,19574.19,28013.316134186967,211.96
8,2,2,1.0,2,output,0.1,True,15,0.67,0.67,33.17,56.622266821454616,214.59
9,2,2,1.0,2,coop,0.1,True,15,0.66,0.66,18375.13,26515.72872679724,192.75
5,2,1,1.0,2,output,0.1,True,15,0.66,0.66,33.7,59.705527382311935,279.86
4,2,1,1.0,2,coop,0.1,True,15,0.66,0.66,20819.43,29054.64548992295,464.54
6,3,3,1.0,2,coop,0.1,True,15,0.66,0.66,21059.31,29341.202476618102,10772.54
6,2,1,1.0,2,output,0.1,True,15,0.65,0.65,43.21,80.51910270240224,196.99
8,2,1,1.0,2,output,0.1,True,15,0.64,0.64,79.3,232.47298767813865,128.32
8,3,2,1.0,2,coop,0.1,True,15,0.64,0.64,22290.32,29720.467766130463,2891.98
8,3,3,1.0,2,coop,0.1,True,15,0.64,0.64,22302.92,29737.28330519787,4219.55
6,3,2,1.0,2,coop,0.1,True,15,0.6,0.6,24775.32,30343.501369116915,7290.7
9,2,1,1.0,2,coop,0.1,True,15,0.59,0.59,23811.03,29026.045865207,155.65
9,2,2,1.0,2,output,0.1,True,15,0.59,0.59,68.64,125.66435612376327,162.7
10,2,2,1.0,2,coop,0.1,True,15,0.57,0.57,22705.53,27826.31738604841,186.37
9,2,1,1.0,2,output,0.1,True,15,0.55,0.55,419.51,3080.833099974746,107.74
7,2,1,1.0,2,coop,0.1,True,15,0.55,0.55,26413.14,29507.007649716026,190.96
