pool_size,num_meet,num_redun,frac_top,final_size,target_metric,tie_threshold,tiebreak_round,num_top,accuracy,coop_accuracy,mean_rank,stdev_rank,num_pools
10,3,1,1.0,2,output,0.1,True,15,1.0,1.0,0.0,0.0,579.54
10,3,2,1.0,2,output,0.1,True,15,1.0,1.0,0.0,0.0,1141.67
10,3,3,1.0,2,output,0.1,True,15,1.0,1.0,0.0,0.0,1703.78
8,3,2,1.0,2,output,0.1,True,15,1.0,1.0,0.0,0.0,2604.85
9,3,3,1.0,2,output,0.1,True,15,1.0,1.0,0.0,0.0,2690.49
8,3,3,1.0,2,output,0.1,True,15,1.0,1.0,0.0,0.0,3899.1
7,3,2,1.0,2,output,0.1,True,15,1.0,1.0,0.0,0.0,4337.08
7,3,3,1.0,2,output,0.1,True,15,1.0,1.0,0.0,0.0,6497.18
5,3,1,1.0,2,output,0.1,True,15,1.0,1.0,0.0,0.0,6573.8
6,3,2,1.0,2,output,0.1,True,15,1.0,1.0,0.0,0.0,6876.85
6,3,3,1.0,2,output,0.1,True,15,1.0,1.0,0.0,0.0,10306.94
5,3,2,1.0,2,output,0.1,True,15,1.0,1.0,0.0,0.0,13130.68
4,3,1,1.0,2,output,0.1,True,15,1.0,1.0,0.0,0.0,14938.76
5,3,3,1.0,2,output,0.1,True,15,1.0,1.0,0.0,0.0,19688.15
4,3,2,1.0,2,output,0.1,True,15,1.0,1.0,0.0,0.0,29860.9
4,3,3,1.0,2,output,0.1,True,15,1.0,1.0,0.0,0.0,44782.82
4,2,2,1.0,2,output,0.1,True,15,0.99,0.99,0.7,6.964912059746339,879.61
8,3,1,1.0,2,output,0.1,True,15,0.99,0.99,0.7,6.964912059746338,1310.99
4,2,3,1.0,2,output,0.1,True,15,0.99,0.99,0.7,6.964912059746339,1311.79
8,3,1,1.0,2,coop,0.1,True,15,0.99,0.99,608.86,6058.080509567366,1503.22
9,3,2,1.0,2,output,0.1,True,15,0.99,0.99,0.68,6.765914572325017,1799.49
