pool_size,num_meet,num_redun,frac_top,final_size,target_metric,tie_threshold,tiebreak_round,num_top,accuracy,coop_accuracy,mean_rank,stdev_rank,num_pools
10,2,1,1.0,2,output,0.1,True,15,0.0,0.05,170.3,396.9866370546999,104.04
9,2,1,1.0,2,output,0.1,True,15,0.0,0.1,307.04,666.0503272276053,110.13
8,2,1,1.0,2,output,0.1,True,15,0.0,0.05,267.38,615.7541356742964,130.04
10,2,2,1.0,2,output,0.1,True,15,0.0,0.01,114.1,400.02128693358304,141.99
7,2,1,1.0,2,output,0.1,True,15,0.0,0.06,206.86,434.6631343926006,155.52
9,2,2,1.0,2,output,0.1,True,15,0.0,0.03,101.96,182.37811930163113,163.92
9,2,1,1.0,2,coop,0.1,True,15,0.0,0.43,33762.87,29323.80025803443,169.57
7,2,1,1.0,2,coop,0.1,True,15,0.0,0.61,23263.98,29023.979944514842,174.89
8,2,1,1.0,2,coop,0.1,True,15,0.0,0.45,32446.37,29476.9848097308,174.91
10,2,1,1.0,2,coop,0.1,True,15,0.0,0.38,37368.28,29197.77237156287,186.64
6,2,1,1.0,2,output,0.1,True,15,0.0,0.05,143.0,395.5440051372287,196.8
10,2,3,1.0,2,output,0.1,True,15,0.0,0.0,51.86,191.19147575140477,203.73
8,2,2,1.0,2,output,0.1,True,15,0.0,0.01,42.59,102.17544665916564,215.02
6,2,1,1.0,2,coop,0.1,True,15,0.0,0.73,16078.26,26284.62527586041,215.5
10,2,2,1.0,2,coop,0.1,True,15,0.0,0.41,35056.68,29257.784897657573,217.33
9,2,2,1.0,2,coop,0.1,True,15,0.0,0.48,31192.93,29922.30604022858,235.88
9,2,3,1.0,2,output,0.1,True,15,0.0,0.01,34.66,85.23088876692535,236.1
5,2,1,1.0,2,output,0.1,True,15,0.0,0.01,35.25,98.08979304698323,280.65
8,2,2,1.0,2,coop,0.1,True,15,0.0,0.47,31955.32,30026.495842798577,282.77
7,2,2,1.0,2,output,0.1,True,15,0.0,0.04,36.74,56.16415582914071,286.9
5,2,1,1.0,2,coop,0.1,True,15,0.0,0.55,27214.26,29992.379010548666,295.73
10,2,3,1.0,2,coop,0.1,True,15,0.0,0.51,29532.81,30102.936574591855,301.02
8,2,3,1.0,2,output,0.1,True,15,0.0,0.0,33.22,111.91841492801801,314.03
9,2,3,1.0,2,coop,0.1,True,15,0.0,0.62,22977.65,29209.868831740754,325.26
7,2,2,1.0,2,coop,0.1,True,15,0.0,0.66,20698.44,28671.892655463114,340.22
6,2,2,1.0,2,output,0.1,True,15,0.0,0.0,29.55,68.72690521186009,376.79
8,2,3,1.0,2,coop,0.1,True,15,0.0,0.64,21747.17,28896.28920642061,400.58
6,2,2,1.0,2,coop,0.1,True,15,0.0,0.66,20740.09,28728.879207896367,414.31
7,2,3,1.0,2,output,0.1,True,15,0.0,0.01,15.9,22.75763608110473,421.47
4,2,1,1.0,2,output,0.1,True,15,0.0,0.0,8.95,23.895344734906,450.45
4,2,1,1.0,2,coop,0.1,True,15,0.0,0.61,23873.24,29707.493196875428,461.2
7,2,3,1.0,2,coop,0.1,True,15,0.0,0.59,25095.02,29961.362552454117,507.82
5,2,2,1.0,2,output,0.1,True,15,0.0,0.0,8.14,13.63379624315986,536.35
6,2,3,1.0,2,output,0.1,True,15,0.0,0.0,9.98,21.601842514007913,556.63
5,2,2,1.0,2,coop,0.1,True,15,0.0,0.61,23891.89,29728.698794900185,562.18
10,3,1,1.0,2,output,0.1,True,15,0.0,0.0,3.58,6.980229222597207,580.53
6,2,3,1.0,2,coop,0.1,True,15,0.0,0.71,17752.19,27589.0039906101,623.83
5,2,3,1.0,2,output,0.1,True,15,0.0,0.0,5.61,9.906457489940589,796.32
5,2,3,1.0,2,coop,0.1,True,15,0.0,0.64,22104.0,29309.321982263595,845.23
4,2,2,1.0,2,output,0.1,True,15,0.0,0.0,4.21,8.162468989221338,879.96
4,2,2,1.0,2,coop,0.1,True,15,0.0,0.6,24461.95,29823.167818786453,891.37
9,3,1,1.0,2,output,0.1,True,15,0.0,0.0,3.18,13.332201618637487,909.44
10,3,1,1.0,2,coop,0.1,True,15,0.0,0.43,34963.15,30261.535691823377,954.57
10,3,2,1.0,2,output,0.1,True,15,0.0,0.0,1.76,3.8655400657605408,1142.93
8,3,1,1.0,2,output,0.1,True,15,0.0,0.0,2.03,3.748212907506722,1311.35
4,2,3,1.0,2,output,0.1,True,15,0.0,0.0,3.2,7.0823724838503095,1312.06
4,2,3,1.0,2,coop,0.1,True,15,0.0,0.49,31293.77,30554.543770069613,1330.73
9,3,1,1.0,2,coop,0.1,True,15,0.0,0.37,38680.06,29549.075534039974,1338.46
10,3,3,1.0,2,output,0.1,True,15,0.0,0.0,1.6,3.7255872020394296,1704.62
8,3,1,1.0,2,coop,0.1,True,15,0.0,0.49,31335.62,30594.970961509345,1751.54
9,3,2,1.0,2,output,0.1,True,15,0.0,0.0,1.12,0.5878775382679629,1800.5
10,3,2,1.0,2,coop,0.1,True,15,0.0,0.39,37462.99,29857.063450545505,1804.45
7,3,1,1.0,2,output,0.1,True,15,0.0,0.0,1.65,2.7436289836637897,2177.19
9,3,2,1.0,2,coop,0.1,True,15,0.0,0.21,48499.56,24942.478328073175,2532.35
10,3,3,1.0,2,coop,0.1,True,15,0.0,0.26,45406.88,26842.47440579202,2571.31
8,3,2,1.0,2,output,0.1,True,15,0.0,0.0,1.48,1.8192306066026922,2605.86
7,3,1,1.0,2,coop,0.1,True,15,0.0,0.43,34995.6,30289.202703273655,2675.49
9,3,3,1.0,2,output,0.1,True,15,0.0,0.0,1.03,0.29849623113198587,2691.36
8,3,2,1.0,2,coop,0.1,True,15,0.0,0.33,41075.44,28742.56790870294,3309.69
6,3,1,1.0,2,output,0.1,True,15,0.0,0.0,1.15,0.6538348415311013,3447.16
9,3,3,1.0,2,coop,0.1,True,15,0.0,0.22,47842.41,25344.273729619872,3596.48
8,3,3,1.0,2,output,0.1,True,15,0.0,0.0,1.25,0.9420721840708386,3899.85
6,3,1,1.0,2,coop,0.1,True,15,0.0,0.31,42294.93,28268.22302984572,4016.62
7,3,2,1.0,2,output,0.1,True,15,0.0,0.0,1.1,0.7000000000000002,4337.39
8,3,3,1.0,2,coop,0.1,True,15,0.0,0.23,47206.31,25734.23503222701,4756.23
7,3,2,1.0,2,coop,0.1,True,15,0.0,0.29,43589.88,27780.29417312927,5113.8
7,3,3,1.0,2,output,0.1,True,15,0.0,0.0,1.06,0.42,6497.59
5,3,1,1.0,2,output,0.1,True,15,0.0,0.0,1.06,0.42,6573.66
6,3,2,1.0,2,output,0.1,True,15,0.0,0.0,1.15,0.8529361054615988,6876.85
5,3,1,1.0,2,coop,0.1,True,15,0.0,0.31,42359.77,28310.873442144097,7245.06
7,3,3,1.0,2,coop,0.1,True,15,0.0,0.29,43596.79,27784.306088615926,7410.18
6,3,2,1.0,2,coop,0.1,True,15,0.0,0.25,46019.76,26499.16121846878,7741.99
6,3,3,1.0,2,output,0.1,True,15,0.0,0.0,1.03,0.29849623113198587,10306.87
6,3,3,1.0,2,coop,0.1,True,15,0.0,0.24,46600.41,26119.304360604627,11298.21
5,3,2,1.0,2,output,0.1,True,15,0.0,0.0,1.0,0.0,13130.54
5,3,2,1.0,2,coop,0.1,True,15,0.0,0.18,50310.58,23514.6717579387,14123.72
4,3,1,1.0,2,output,0.1,True,15,0.0,0.0,1.03,0.2984962311319859,14938.15
4,3,1,1.0,2,coop,0.1,True,15,0.0,0.08,56449.83,16610.67420730116,15660.86
5,3,3,1.0,2,output,0.1,True,15,0.0,0.0,1.03,0.29849623113198587,19687.38
5,3,3,1.0,2,coop,0.1,True,15,0.0,0.14,52704.92,21218.00054137053,20838.77
4,3,2,1.0,2,output,0.1,True,15,0.0,0.0,1.0,0.0,29859.88
4,3,2,1.0,2,coop,0.1,True,15,0.0,0.05,58309.8,13349.58243841357,31091.84
4,3,3,1.0,2,output,0.1,True,15,0.0,0.0,1.0,0.0,44781.91
4,3,3,1.0,2,coop,0.1,True,15,0.0,0.02,60113.87,8572.287752583903,46168.28
