pool_size,num_meet,num_redun,frac_top,final_size,target_metric,tie_threshold,tiebreak_round,num_top,accuracy,coop_accuracy,mean_rank,stdev_rank,num_pools
10,2,1,1.0,2,output,0.1,True,15,0.0,0.02,25065.2,14322.644843044876,105.36
9,2,1,1.0,2,output,0.1,True,15,0.0,0.01,25098.18,15968.01050562029,108.79
8,2,1,1.0,2,output,0.1,True,15,0.0,0.0,27543.38,14168.61545513887,129.16
10,2,2,1.0,2,output,0.1,True,15,0.0,0.0,30577.58,13616.602834907097,141.61
7,2,1,1.0,2,output,0.1,True,15,0.0,0.0,26562.17,15272.01431315136,156.26
9,2,2,1.0,2,output,0.1,True,15,0.0,0.01,31388.12,15355.033104672879,163.87
9,2,1,1.0,2,coop,0.1,True,15,0.0,0.23,30158.02,17996.776040713514,187.66
10,2,1,1.0,2,coop,0.1,True,15,0.0,0.18,25805.5,15225.478480166066,190.21
6,2,1,1.0,2,output,0.1,True,15,0.0,0.0,33385.35,12992.74123991931,198.05
10,2,3,1.0,2,output,0.1,True,15,0.0,0.0,31743.69,12661.07767427007,203.8
7,2,1,1.0,2,coop,0.1,True,15,0.0,0.31,27710.46,15298.263297132784,206.74
8,2,1,1.0,2,coop,0.1,True,15,0.0,0.27,26242.98,17565.728199525347,207.49
8,2,2,1.0,2,output,0.1,True,15,0.0,0.0,32875.65,13505.53917352062,215.84
6,2,1,1.0,2,coop,0.1,True,15,0.0,0.4,25449.88,15399.781777207105,234.72
9,2,3,1.0,2,output,0.1,True,15,0.0,0.0,35546.29,12075.266268944133,236.26
10,2,2,1.0,2,coop,0.1,True,15,0.0,0.23,24156.39,17146.950788344264,246.83
9,2,2,1.0,2,coop,0.1,True,15,0.0,0.23,28111.56,15630.251308485094,260.09
5,2,1,1.0,2,output,0.1,True,15,0.0,0.0,34255.47,10009.101036012176,280.2
7,2,2,1.0,2,output,0.1,True,15,0.0,0.0,34354.05,10611.787464301196,287.06
5,2,1,1.0,2,coop,0.1,True,15,0.0,0.4,26246.07,15088.410090035994,309.66
8,2,3,1.0,2,output,0.1,True,15,0.0,0.0,33902.2,11578.429541176989,314.06
8,2,2,1.0,2,coop,0.1,True,15,0.0,0.3,28675.41,17000.94516201673,314.75
10,2,3,1.0,2,coop,0.1,True,15,0.0,0.25,26264.11,15455.213906572113,341.7
9,2,3,1.0,2,coop,0.1,True,15,0.0,0.3,26033.97,16148.329664367768,364.77
6,2,2,1.0,2,output,0.1,True,15,0.0,0.0,33894.1,9928.526806631484,376.37
7,2,2,1.0,2,coop,0.1,True,15,0.0,0.26,26154.41,17991.269877968592,383.67
7,2,3,1.0,2,output,0.1,True,15,0.0,0.0,36249.77,10205.801090414217,421.63
8,2,3,1.0,2,coop,0.1,True,15,0.0,0.25,26112.35,17042.638667985073,445.98
4,2,1,1.0,2,output,0.1,True,15,0.0,0.0,35685.47,8231.504628505045,450.53
4,2,1,1.0,2,coop,0.1,True,15,0.0,0.38,25451.77,12670.980169548842,468.81
6,2,2,1.0,2,coop,0.1,True,15,0.0,0.4,25469.66,13509.41315025934,470.73
