pool_size,num_meet,num_redun,frac_top,final_size,target_metric,tie_threshold,tiebreak_round,num_top,accuracy,coop_accuracy,mean_rank,stdev_rank,num_pools
8,3,2,1.0,2,output,0.1,True,5,1.0,1.0,0.0,0.0,15.73
6,3,1,1.0,2,output,0.1,True,5,1.0,1.0,0.0,0.0,16.22
4,2,1,1.0,2,output,0.1,True,5,1.0,1.0,0.0,0.0,16.39
6,3,1,1.0,2,coop,0.1,True,5,1.0,1.0,0.0,0.0,18.34
5,2,2,1.0,2,output,0.1,True,5,1.0,1.0,0.0,0.0,19.47
8,3,3,1.0,2,output,0.1,True,5,1.0,1.0,0.0,0.0,20.78
5,2,2,1.0,2,coop,0.1,True,5,1.0,1.0,0.0,0.0,21.61
6,2,3,1.0,2,output,0.1,True,5,1.0,1.0,0.0,0.0,23.36
8,3,2,1.0,2,coop,0.1,True,5,1.0,1.0,0.0,0.0,25.38
3,2,1,1.0,2,output,0.1,True,5,1.0,1.0,0.0,0.0,25.58
5,3,1,1.0,2,output,0.1,True,5,1.0,1.0,0.0,0.0,25.77
5,2,3,1.0,2,output,0.1,True,5,1.0,1.0,0.0,0.0,26.26
4,2,2,1.0,2,output,0.1,True,5,1.0,1.0,0.0,0.0,27.27
6,3,2,1.0,2,output,0.1,True,5,1.0,1.0,0.0,0.0,27.41
6,2,3,1.0,2,coop,0.1,True,5,1.0,1.0,0.0,0.0,27.94
4,2,2,1.0,2,coop,0.1,True,5,1.0,1.0,0.0,0.0,28.8
7,3,2,1.0,2,coop,0.1,True,5,1.0,1.0,0.0,0.0,29.19
5,2,3,1.0,2,coop,0.1,True,5,1.0,1.0,0.0,0.0,29.42
5,3,1,1.0,2,coop,0.1,True,5,1.0,1.0,0.0,0.0,32.34
6,3,2,1.0,2,coop,0.1,True,5,1.0,1.0,0.0,0.0,32.53
8,3,3,1.0,2,coop,0.1,True,5,1.0,1.0,0.0,0.0,32.75
7,3,3,1.0,2,coop,0.1,True,5,1.0,1.0,0.0,0.0,37.55
4,2,3,1.0,2,output,0.1,True,5,1.0,1.0,0.0,0.0,38.14
6,3,3,1.0,2,output,0.1,True,5,1.0,1.0,0.0,0.0,38.49
4,2,3,1.0,2,coop,0.1,True,5,1.0,1.0,0.0,0.0,40.54
3,2,2,1.0,2,output,0.1,True,5,1.0,1.0,0.0,0.0,43.36
6,3,3,1.0,2,coop,0.1,True,5,1.0,1.0,0.0,0.0,44.64
5,3,2,1.0,2,output,0.1,True,5,1.0,1.0,0.0,0.0,45.36
3,2,2,1.0,2,coop,0.1,True,5,1.0,1.0,0.0,0.0,47.55
5,3,2,1.0,2,coop,0.1,True,5,1.0,1.0,0.0,0.0,51.69
4,3,1,1.0,2,output,0.1,True,5,1.0,1.0,0.0,0.0,52.39
4,3,1,1.0,2,coop,0.1,True,5,1.0,1.0,0.0,0.0,59.77
3,2,1,1.0,2,coop,0.1,True,5,1.0,1.0,0.0,0.0,61.52
3,2,3,1.0,2,output,0.1,True,5,1.0,1.0,0.0,0.0,62.19
3,2,3,1.0,2,coop,0.1,True,5,1.0,1.0,0.0,0.0,63.17
5,3,3,1.0,2,output,0.1,True,5,1.0,1.0,0.0,0.0,65.33
5,3,3,1.0,2,coop,0.1,True,5,1.0,1.0,0.0,0.0,72.25
4,3,2,1.0,2,output,0.1,True,5,1.0,1.0,0.0,0.0,99.32
4,3,2,1.0,2,coop,0.1,True,5,1.0,1.0,0.0,0.0,106.21
4,3,3,1.0,2,output,0.1,True,5,1.0,1.0,0.0,0.0,146.33
4,3,3,1.0,2,coop,0.1,True,5,1.0,1.0,0.0,0.0,153.78
4,2,1,1.0,2,coop,0.1,True,5,0.99,0.99,2.3,22.88471105345226,16.55
7,2,3,1.0,2,output,0.1,True,5,0.99,0.99,0.52,5.173934672954422,17.52
7,3,1,1.0,2,coop,0.1,True,5,0.99,0.99,0.45,4.477443466979791,21.65
7,3,2,1.0,2,output,0.1,True,5,0.99,0.99,0.29,2.885463567609199,22.06
7,2,3,1.0,2,coop,0.1,True,5,0.99,0.99,2.3,22.88471105345226,23.13
7,3,3,1.0,2,output,0.1,True,5,0.99,0.99,0.45,4.477443466979791,29.61
6,2,2,1.0,2,output,0.1,True,5,0.98,0.98,0.55,4.236448984704054,17.56
6,2,2,1.0,2,coop,0.1,True,5,0.98,0.98,4.01,28.378335046298968,21.16
8,2,3,1.0,2,coop,0.1,True,5,0.98,0.98,4.04,28.55588205606683,24.55
8,2,2,1.0,2,coop,0.1,True,5,0.97,0.97,6.31,36.202125628200335,17.42
8,2,3,1.0,2,output,0.1,True,5,0.96,0.96,0.79,4.523925286739382,14.95
8,3,1,1.0,2,coop,0.1,True,5,0.96,0.96,5.13,27.944822418473162,17.43
7,2,2,1.0,2,coop,0.1,True,5,0.95,0.95,9.45,44.259998870311776,18.59
5,2,1,1.0,2,coop,0.1,True,5,0.94,0.94,5.83,29.9943511348387,14.16
7,3,1,1.0,2,output,0.1,True,5,0.93,0.93,1.83,7.619783461490227,17.6
5,2,1,1.0,2,output,0.1,True,5,0.9,0.9,2.93,9.954149888363144,13.64
7,2,1,1.0,2,coop,0.1,True,5,0.9,0.9,12.56,43.138456161527145,19.16
7,2,2,1.0,2,output,0.1,True,5,0.88,0.88,3.56,12.19288317011198,14.2
6,2,1,1.0,2,coop,0.1,True,5,0.88,0.88,16.87,53.09965254123608,15.24
8,2,2,1.0,2,output,0.1,True,5,0.87,0.87,2.55,7.597861541249617,11.95
8,3,1,1.0,2,output,0.1,True,5,0.81,0.81,6.84,16.74856411755945,12.58
7,2,1,1.0,2,output,0.1,True,5,0.79,0.79,3.54,8.19563298348578,15.81
6,2,1,1.0,2,output,0.1,True,5,0.78,0.78,5.06,13.27766545745147,13.85
8,2,1,1.0,2,coop,0.1,True,5,0.75,0.75,32.75,66.030504314294,16.7
8,2,1,1.0,2,output,0.1,True,5,0.51,0.51,11.25,15.292727029539238,12.18
