pool_size,num_meet,num_redun,frac_top,final_size,target_metric,tie_threshold,tiebreak_round,num_top,accuracy,coop_accuracy,mean_rank,stdev_rank,num_pools
8,2,2,1.0,2,output,0.1,True,5,0.0,0.0,5.04,10.027881132123573,12.86
8,3,1,1.0,2,output,0.1,True,5,0.0,0.0,2.77,4.675157751349145,12.87
8,2,1,1.0,2,output,0.1,True,5,0.0,0.0,6.5,8.986100377805714,12.99
5,2,1,1.0,2,output,0.1,True,5,0.0,0.01,4.85,8.64103581753947,14.14
6,2,1,1.0,2,output,0.1,True,5,0.0,0.01,4.72,8.620997622085277,14.2
7,2,2,1.0,2,output,0.1,True,5,0.0,0.0,4.4,8.586035173466273,14.56
8,2,3,1.0,2,output,0.1,True,5,0.0,0.0,3.08,5.380854950656077,15.38
7,2,1,1.0,2,output,0.1,True,5,0.0,0.0,3.25,5.841874699101308,16.43
6,3,1,1.0,2,output,0.1,True,5,0.0,0.0,1.21,1.505290669605043,16.5
8,3,2,1.0,2,output,0.1,True,5,0.0,0.0,1.76,2.5499803920814763,16.79
4,2,1,1.0,2,output,0.1,True,5,0.0,0.0,2.03,2.6474704908648174,17.43
6,2,2,1.0,2,output,0.1,True,5,0.0,0.0,2.76,4.756301083825539,17.8
7,2,3,1.0,2,output,0.1,True,5,0.0,0.0,1.91,3.0597222096131533,17.91
7,3,1,1.0,2,output,0.1,True,5,0.0,0.0,1.42,2.1315721897228816,17.98
5,2,2,1.0,2,output,0.1,True,5,0.0,0.0,1.89,2.549097879642914,19.74
8,3,3,1.0,2,output,0.1,True,5,0.0,0.0,1.15,0.57227615711298,21.25
7,3,2,1.0,2,output,0.1,True,5,0.0,0.0,1.17,0.5840376700179536,22.45
6,2,3,1.0,2,output,0.1,True,5,0.0,0.0,1.17,0.7490660852021002,23.53
3,2,1,1.0,2,output,0.1,True,5,0.0,0.0,1.13,0.7163099887618488,24.87
5,3,1,1.0,2,output,0.1,True,5,0.0,0.0,1.01,0.09949874371066199,25.74
6,2,1,1.0,2,coop,0.1,True,5,0.0,0.53,78.32,48.65241617843866,25.77
5,2,3,1.0,2,output,0.1,True,5,0.0,0.0,1.29,1.471699697628562,26.45
5,2,1,1.0,2,coop,0.1,True,5,0.0,0.57,80.42,53.74145141322478,27.25
4,2,2,1.0,2,output,0.1,True,5,0.0,0.0,1.16,0.8685620300243383,27.38
6,3,2,1.0,2,output,0.1,True,5,0.0,0.0,1.0,0.0,27.55
7,2,1,1.0,2,coop,0.1,True,5,0.0,0.42,78.57,53.69716100502893,27.95
7,3,3,1.0,2,output,0.1,True,5,0.0,0.0,1.11,0.5458021619598076,30.09
8,2,1,1.0,2,coop,0.1,True,5,0.0,0.31,94.88,73.03400303968009,32.32
5,2,2,1.0,2,coop,0.1,True,5,0.0,0.53,88.71,63.7158214260791,32.34
4,2,1,1.0,2,coop,0.1,True,5,0.0,0.72,74.89,32.43451710755072,32.96
7,2,2,1.0,2,coop,0.1,True,5,0.0,0.35,80.75,60.722874602574606,33.29
6,2,2,1.0,2,coop,0.1,True,5,0.0,0.54,85.8,57.47260216833756,35.13
6,3,1,1.0,2,coop,0.1,True,5,0.0,0.44,93.14,68.42792120180182,35.55
7,3,1,1.0,2,coop,0.1,True,5,0.0,0.38,68.44,53.73924450529613,37.48
8,3,1,1.0,2,coop,0.1,True,5,0.0,0.31,94.04,77.19040354862771,37.85
4,2,3,1.0,2,output,0.1,True,5,0.0,0.0,1.07,0.51487862647424,38.32
6,3,3,1.0,2,output,0.1,True,5,0.0,0.0,1.01,0.09949874371066199,38.54
8,2,2,1.0,2,coop,0.1,True,5,0.0,0.28,97.25,74.43351059838572,40.54
7,2,3,1.0,2,coop,0.1,True,5,0.0,0.34,83.17,68.42061896826131,41.16
5,2,3,1.0,2,coop,0.1,True,5,0.0,0.61,84.83,55.28309958748696,41.72
4,2,2,1.0,2,coop,0.1,True,5,0.0,0.75,93.87,54.05823804009895,42.02
6,2,3,1.0,2,coop,0.1,True,5,0.0,0.49,86.49,64.55640866714938,43.08
3,2,2,1.0,2,output,0.1,True,5,0.0,0.0,1.0,0.0,43.29
5,3,1,1.0,2,coop,0.1,True,5,0.0,0.68,87.07,54.01023143812662,44.3
5,3,2,1.0,2,output,0.1,True,5,0.0,0.0,1.0,0.0,45.42
7,3,2,1.0,2,coop,0.1,True,5,0.0,0.36,71.76,52.47992378043245,47.32
8,2,3,1.0,2,coop,0.1,True,5,0.0,0.33,97.2,72.52516804530686,47.45
8,3,2,1.0,2,coop,0.1,True,5,0.0,0.29,90.41,72.09827945242522,48.99
6,3,2,1.0,2,coop,0.1,True,5,0.0,0.55,75.16,51.248359973759165,51.8
4,3,1,1.0,2,output,0.1,True,5,0.0,0.0,1.0,0.0,52.34
4,2,3,1.0,2,coop,0.1,True,5,0.0,0.81,92.41,47.17628535609814,53.42
7,3,3,1.0,2,coop,0.1,True,5,0.0,0.43,70.53,50.3820315191835,57.03
8,3,3,1.0,2,coop,0.1,True,5,0.0,0.36,85.54,65.86553271628493,57.56
3,2,3,1.0,2,output,0.1,True,5,0.0,0.0,1.0,0.0,62.16
3,2,2,1.0,2,coop,0.1,True,5,0.0,0.81,69.8,24.491631223746612,62.77
3,2,1,1.0,2,coop,0.1,True,5,0.0,0.93,69.95,13.955196164869916,64.61
6,3,3,1.0,2,coop,0.1,True,5,0.0,0.61,72.05,45.09642447023932,65.2
5,3,3,1.0,2,output,0.1,True,5,0.0,0.0,1.0,0.0,65.41
5,3,2,1.0,2,coop,0.1,True,5,0.0,0.81,72.3,30.091693205933097,67.83
4,3,1,1.0,2,coop,0.1,True,5,0.0,0.95,73.95,20.092971407932676,69.21
3,2,3,1.0,2,coop,0.1,True,5,0.0,0.92,78.23,28.86134265761037,76.6
5,3,3,1.0,2,coop,0.1,True,5,0.0,0.86,71.61,25.719601474361923,89.37
4,3,2,1.0,2,output,0.1,True,5,0.0,0.0,1.0,0.0,99.36
4,3,2,1.0,2,coop,0.1,True,5,0.0,0.99,74.54,15.322806531441941,119.53
