pool_size,num_meet,num_redun,frac_top,final_size,target_metric,tie_threshold,tiebreak_round,num_top,accuracy,coop_accuracy,mean_rank,stdev_rank,num_pools
4,3,3,1.0,2,output,0.1,True,5,0.96,0.96,0.19,0.934826187052973,146.37
4,3,2,1.0,2,output,0.1,True,5,0.93,0.93,0.33,1.2087596948939023,99.43
3,2,1,1.0,2,output,0.1,True,5,0.84,0.84,0.77,1.8212907510883594,25.11
4,3,1,1.0,2,coop,0.1,True,5,0.82,0.82,40.0,85.37856873946764,56.25
4,3,1,1.0,2,output,0.1,True,5,0.81,0.81,0.9,1.8681541692269406,52.38
3,2,3,1.0,2,output,0.1,True,5,0.8,0.8,0.86,1.73216627377397,62.16
5,3,3,1.0,2,coop,0.1,True,5,0.79,0.79,43.02,85.25878019301003,74.17
4,3,2,1.0,2,coop,0.1,True,5,0.75,0.75,55.3,95.7836624900092,104.02
3,2,2,1.0,2,output,0.1,True,5,0.7,0.7,1.32,2.034109141614579,43.22
5,3,2,1.0,2,coop,0.1,True,5,0.68,0.68,61.83,95.7316097221811,53.15
4,2,3,1.0,2,coop,0.1,True,5,0.65,0.65,63.52,93.67374018368223,41.16
5,3,3,1.0,2,output,0.1,True,5,0.61,0.61,1.92,2.4069898213328615,65.65
4,2,2,1.0,2,coop,0.1,True,5,0.6,0.6,64.97,90.06091882720273,30.2
4,2,3,1.0,2,output,0.1,True,5,0.6,0.6,2.16,3.183457240171446,38.4
4,3,3,1.0,2,coop,0.1,True,5,0.6,0.6,89.11,109.14356554556937,151.53
4,2,2,1.0,2,output,0.1,True,5,0.58,0.58,2.69,4.184961170668134,27.4
5,3,2,1.0,2,output,0.1,True,5,0.54,0.54,2.28,2.4862823652996453,45.62
4,2,1,1.0,2,output,0.1,True,5,0.53,0.53,4.55,8.56431550096095,17.47
5,3,1,1.0,2,coop,0.1,True,5,0.49,0.49,94.33,100.5052292171905,31.14
8,3,3,1.0,2,coop,0.1,True,5,0.48,0.48,80.03,90.5219813084093,40.36
5,3,1,1.0,2,output,0.1,True,5,0.47,0.47,2.81,2.985615514429144,25.99
5,2,3,1.0,2,coop,0.1,True,5,0.47,0.47,82.87,91.01655398882117,31.63
6,3,3,1.0,2,coop,0.1,True,5,0.46,0.46,94.88,98.10313756450402,51.2
5,2,2,1.0,2,coop,0.1,True,5,0.43,0.43,91.33,91.57773255546351,24.51
5,2,1,1.0,2,output,0.1,True,5,0.42,0.42,5.21,7.651529258912887,13.97
7,2,1,1.0,2,output,0.1,True,5,0.38,0.38,6.55,10.203308287021422,16.91
4,2,1,1.0,2,coop,0.1,True,5,0.38,0.38,115.11,100.0368826983328,25.58
6,3,2,1.0,2,coop,0.1,True,5,0.37,0.37,115.64,103.59174870615902,37.84
8,3,2,1.0,2,coop,0.1,True,5,0.36,0.36,91.91,89.63147828748559,33.01
6,2,3,1.0,2,coop,0.1,True,5,0.35,0.35,90.7,86.80881291666186,31.46
3,2,1,1.0,2,coop,0.1,True,5,0.35,0.35,138.87,104.85596358815269,51.24
7,3,1,1.0,2,output,0.1,True,5,0.34,0.34,4.08,4.141690476122038,18.61
5,2,2,1.0,2,output,0.1,True,5,0.32,0.32,6.26,8.63437316775225,19.79
8,3,1,1.0,2,output,0.1,True,5,0.31,0.31,11.8,18.804786624686813,13.26
6,2,1,1.0,2,output,0.1,True,5,0.3,0.3,8.7,12.106609764917675,13.94
7,3,2,1.0,2,coop,0.1,True,5,0.3,0.3,116.33,91.64639163655055,35.19
6,3,1,1.0,2,coop,0.1,True,5,0.29,0.29,131.55,95.92063125313551,24.77
5,2,3,1.0,2,output,0.1,True,5,0.29,0.29,5.18,7.608390105666244,26.45
6,2,3,1.0,2,output,0.1,True,5,0.28,0.28,6.1,7.430343195303969,23.68
8,3,3,1.0,2,output,0.1,True,5,0.27,0.27,5.87,8.208111841343294,22.04
6,2,2,1.0,2,coop,0.1,True,5,0.27,0.27,111.18,89.05485725102253,24.34
7,3,3,1.0,2,coop,0.1,True,5,0.27,0.27,116.9,91.24313672819451,42.87
3,2,2,1.0,2,coop,0.1,True,5,0.27,0.27,157.19,98.68451702268193,49.12
8,2,3,1.0,2,coop,0.1,True,5,0.26,0.26,124.92,89.73925339560162,29.96
8,2,2,1.0,2,output,0.1,True,5,0.24,0.24,12.32,20.232587575493152,13.57
8,2,3,1.0,2,output,0.1,True,5,0.24,0.24,10.99,14.518605304918237,15.69
8,3,2,1.0,2,output,0.1,True,5,0.24,0.24,9.62,16.167114770422085,17.15
6,2,2,1.0,2,output,0.1,True,5,0.24,0.24,8.61,11.194547780057933,17.8
7,3,2,1.0,2,output,0.1,True,5,0.24,0.24,5.71,6.453363464116987,22.7
5,2,1,1.0,2,coop,0.1,True,5,0.24,0.24,138.77,86.51391275396114,23.03
7,2,3,1.0,2,coop,0.1,True,5,0.24,0.24,122.52,87.23433727609788,28.93
7,3,3,1.0,2,output,0.1,True,5,0.24,0.24,5.48,6.422585149299307,30.41
8,2,1,1.0,2,output,0.1,True,5,0.23,0.23,13.03,20.234354449796516,13.44
6,3,3,1.0,2,output,0.1,True,5,0.23,0.23,3.99,2.2516438439504594,38.85
6,2,1,1.0,2,coop,0.1,True,5,0.22,0.22,133.52,89.3619023969387,19.03
3,2,3,1.0,2,coop,0.1,True,5,0.22,0.22,170.71,91.67565598347251,64.87
7,2,2,1.0,2,output,0.1,True,5,0.21,0.21,11.46,16.98317991425634,14.94
8,2,2,1.0,2,coop,0.1,True,5,0.21,0.21,136.19,87.56011592043491,24.23
6,3,2,1.0,2,output,0.1,True,5,0.21,0.21,4.34,2.864332382947203,27.88
7,3,1,1.0,2,coop,0.1,True,5,0.21,0.21,131.09,87.28838353412212,28.51
6,3,1,1.0,2,output,0.1,True,5,0.18,0.18,6.13,8.590291031158372,16.66
7,2,2,1.0,2,coop,0.1,True,5,0.16,0.16,146.29,82.82768800346899,21.3
8,3,1,1.0,2,coop,0.1,True,5,0.16,0.16,140.07,82.07889558223843,24.21
7,2,1,1.0,2,coop,0.1,True,5,0.15,0.15,168.58,78.57495529747376,21.93
7,2,3,1.0,2,output,0.1,True,5,0.14,0.14,11.46,14.348811797497381,18.54
