pool_size,num_meet,num_redun,frac_top,final_size,target_metric,tie_threshold,tiebreak_round,num_top,accuracy,coop_accuracy,mean_rank,stdev_rank,num_pools
8,2,2,1.0,2,output,0.1,True,5,0.0,0.0,103.25,46.91724096747378,13.25
8,2,1,1.0,2,output,0.1,True,5,0.0,0.0,98.46,56.65499448415823,13.27
8,3,1,1.0,2,output,0.1,True,5,0.0,0.0,102.0,46.69753740830452,13.5
5,2,1,1.0,2,output,0.1,True,5,0.0,0.0,92.26,40.90834144768033,14.21
6,2,1,1.0,2,output,0.1,True,5,0.0,0.0,93.99,43.938706171210825,14.33
7,2,2,1.0,2,output,0.1,True,5,0.0,0.0,94.17,39.6550261631486,14.88
8,2,3,1.0,2,output,0.1,True,5,0.0,0.0,102.29,37.13254502454686,15.91
7,2,1,1.0,2,output,0.1,True,5,0.0,0.0,99.66,41.49125691034197,16.19
6,3,1,1.0,2,output,0.1,True,5,0.0,0.0,102.62,25.14548866099046,16.9
8,3,2,1.0,2,output,0.1,True,5,0.0,0.0,102.28,24.3750199999918,17.32
4,2,1,1.0,2,output,0.1,True,5,0.0,0.0,84.27,35.99079187792345,17.58
6,2,2,1.0,2,output,0.1,True,5,0.0,0.0,94.77,26.598065719145822,18.07
7,3,1,1.0,2,output,0.1,True,5,0.0,0.0,99.33,31.24261672779667,18.32
7,2,3,1.0,2,output,0.1,True,5,0.0,0.0,100.17,35.3740173008382,18.57
5,2,2,1.0,2,output,0.1,True,5,0.0,0.0,99.32,37.910125296548415,19.91
8,3,3,1.0,2,output,0.1,True,5,0.0,0.0,104.23,12.238345476411425,22.09
6,2,1,1.0,2,coop,0.1,True,5,0.0,0.08,56.49,55.08420735564777,22.78
7,3,2,1.0,2,output,0.1,True,5,0.0,0.0,97.44,23.302497720201583,22.89
6,2,3,1.0,2,output,0.1,True,5,0.0,0.0,97.97,14.832029530714937,24.06
3,2,1,1.0,2,output,0.1,True,5,0.0,0.0,97.13,15.687992223353506,24.96
5,3,1,1.0,2,output,0.1,True,5,0.0,0.0,103.0,0.0,25.79
8,2,1,1.0,2,coop,0.1,True,5,0.0,0.09,53.39,47.44152084408761,26.41
5,2,1,1.0,2,coop,0.1,True,5,0.0,0.07,51.07,51.134773882359156,26.46
5,2,3,1.0,2,output,0.1,True,5,0.0,0.0,98.19,17.6248092188256,26.64
7,2,1,1.0,2,coop,0.1,True,5,0.0,0.05,54.32,56.3405502280551,26.72
4,2,2,1.0,2,output,0.1,True,5,0.0,0.0,97.14,24.184300692804825,27.41
6,3,2,1.0,2,output,0.1,True,5,0.0,0.0,102.17,8.258395727984947,27.86
5,2,2,1.0,2,coop,0.1,True,5,0.0,0.04,76.48,67.69925848929218,29.17
6,3,1,1.0,2,coop,0.1,True,5,0.0,0.03,69.56,65.84759980439682,29.39
7,2,2,1.0,2,coop,0.1,True,5,0.0,0.12,46.82,48.60193000283013,30.15
6,2,2,1.0,2,coop,0.1,True,5,0.0,0.09,59.35,56.40680366764279,30.23
7,3,3,1.0,2,output,0.1,True,5,0.0,0.0,100.5,12.915494570476191,30.57
8,3,1,1.0,2,coop,0.1,True,5,0.0,0.04,53.76,41.51243669070752,31.7
7,3,1,1.0,2,coop,0.1,True,5,0.0,0.1,55.5,57.79212749155373,33.33
8,2,2,1.0,2,coop,0.1,True,5,0.0,0.05,48.44,43.32420108899874,34.5
7,2,3,1.0,2,coop,0.1,True,5,0.0,0.09,38.74,41.245998593803016,35.84
4,2,3,1.0,2,output,0.1,True,5,0.0,0.0,98.4,23.348233337878053,38.39
5,2,3,1.0,2,coop,0.1,True,5,0.0,0.07,66.15,61.27778961418239,38.41
6,3,3,1.0,2,output,0.1,True,5,0.0,0.0,103.0,0.0,38.93
6,2,3,1.0,2,coop,0.1,True,5,0.0,0.03,61.62,55.754242887873566,38.98
5,3,1,1.0,2,coop,0.1,True,5,0.0,0.03,68.38,62.32556136931299,40.08
4,2,1,1.0,2,coop,0.1,True,5,0.0,0.04,32.85,29.191565562675805,41.06
8,2,3,1.0,2,coop,0.1,True,5,0.0,0.05,49.88,49.92900559794877,41.3
7,3,2,1.0,2,coop,0.1,True,5,0.0,0.05,45.68,44.75352053190899,42.41
3,2,2,1.0,2,output,0.1,True,5,0.0,0.0,102.16,5.880000000000001,43.38
4,2,2,1.0,2,coop,0.1,True,5,0.0,0.07,41.21,41.28517772760582,43.56
8,3,2,1.0,2,coop,0.1,True,5,0.0,0.04,51.02,46.929730448831684,43.63
6,3,2,1.0,2,coop,0.1,True,5,0.0,0.09,58.98,56.66815331383228,44.38
5,3,2,1.0,2,output,0.1,True,5,0.0,0.0,103.0,0.0,45.71
8,3,3,1.0,2,coop,0.1,True,5,0.0,0.03,43.69,36.50827166547329,51.19
7,3,3,1.0,2,coop,0.1,True,5,0.0,0.05,44.68,33.95022238513321,51.9
4,2,3,1.0,2,coop,0.1,True,5,0.0,0.1,54.67,57.65068169588283,52.1
4,3,1,1.0,2,output,0.1,True,5,0.0,0.0,103.0,0.0,52.37
6,3,3,1.0,2,coop,0.1,True,5,0.0,0.08,58.36,57.95748786826426,57.76
3,2,1,1.0,2,coop,0.1,True,5,0.0,0.11,37.95,28.508726734107228,59.71
3,2,3,1.0,2,output,0.1,True,5,0.0,0.0,102.16,5.880000000000001,62.23
5,3,2,1.0,2,coop,0.1,True,5,0.0,0.05,64.03,57.007447759042854,62.35
5,3,3,1.0,2,output,0.1,True,5,0.0,0.0,103.0,0.0,65.58
4,3,1,1.0,2,coop,0.1,True,5,0.0,0.08,71.09,57.89682115626039,70.57
3,2,2,1.0,2,coop,0.1,True,5,0.0,0.1,33.19,24.921755556140102,73.72
5,3,3,1.0,2,coop,0.1,True,5,0.0,0.03,60.99,54.24214136628457,84.15
3,2,3,1.0,2,coop,0.1,True,5,0.0,0.04,30.11,24.237118228040227,89.41
4,3,2,1.0,2,output,0.1,True,5,0.0,0.0,103.0,0.0,99.39
4,3,2,1.0,2,coop,0.1,True,5,0.0,0.05,71.05,53.9480073774741,119.11
4,3,3,1.0,2,output,0.1,True,5,0.0,0.0,103.0,0.0,146.41
4,3,3,1.0,2,coop,0.1,True,5,0.0,0.04,77.84,59.20755357215833,166.78
