pool_size,num_meet,num_redun,frac_top,final_size,target_metric,tie_threshold,tiebreak_round,num_top,accuracy,coop_accuracy,mean_rank,stdev_rank,num_pools
8,3,1,1.0,2,output,0.1,True,10,1.0,1.0,0.0,0.0,361.83
9,3,1,1.0,2,coop,0.1,True,10,1.0,1.0,0.0,0.0,441.04
8,3,1,1.0,2,coop,0.1,True,10,1.0,1.0,0.0,0.0,461.1
10,3,2,1.0,2,coop,0.1,True,10,1.0,1.0,0.0,0.0,597.68
9,3,2,1.0,2,output,0.1,True,10,1.0,1.0,0.0,0.0,664.34
12,3,3,1.0,2,coop,0.1,True,10,1.0,1.0,0.0,0.0,695.25
8,3,2,1.0,2,output,0.1,True,10,1.0,1.0,0.0,0.0,712.35
11,3,3,1.0,2,coop,0.1,True,10,1.0,1.0,0.0,0.0,826.5
10,3,3,1.0,2,coop,0.1,True,10,1.0,1.0,0.0,0.0,865.1
9,3,2,1.0,2,coop,0.1,True,10,1.0,1.0,0.0,0.0,871.19
8,3,2,1.0,2,coop,0.1,True,10,1.0,1.0,0.0,0.0,896.53
9,3,3,1.0,2,output,0.1,True,10,1.0,1.0,0.0,0.0,990.57
8,3,3,1.0,2,output,0.1,True,10,1.0,1.0,0.0,0.0,1062.54
6,3,1,1.0,2,output,0.1,True,10,1.0,1.0,0.0,0.0,1104.68
6,3,1,1.0,2,coop,0.1,True,10,1.0,1.0,0.0,0.0,1224.88
9,3,3,1.0,2,coop,0.1,True,10,1.0,1.0,0.0,0.0,1257.99
8,3,3,1.0,2,coop,0.1,True,10,1.0,1.0,0.0,0.0,1309.83
7,3,2,1.0,2,output,0.1,True,10,1.0,1.0,0.0,0.0,1401.72
7,3,2,1.0,2,coop,0.1,True,10,1.0,1.0,0.0,0.0,1580.46
7,3,3,1.0,2,output,0.1,True,10,1.0,1.0,0.0,0.0,2097.19
12,4,2,1.0,2,coop,0.1,True,10,1.0,1.0,0.0,0.0,2101.26
